date,base_inc,base_prev,future3_excl,future3_incl,future7_excl,future7_incl,future14_excl,future14_incl
2023-03-28,154391.7955899064,157971.8679360295,470262.7486474188,431846.3047966445,1203446.4786636939,1030954.3915636239,2340930.410320022,2359909.757304929
2023-03-29,153693.4568172919,154391.7955899064,514033.8438429276,470262.7486474188,1243983.4361343216,1203446.4786636939,2317142.397398616,2340930.410320022
2023-03-30,151176.87764635962,153693.4568172919,491250.00692729594,514033.8438429276,1203807.5972134995,1243983.4361343216,2289989.3042817223,2317142.397398616
2023-03-31,150150.77506795907,151176.87764635962,446507.04575125064,491250.00692729594,1198863.8504610953,1203807.5972134995,2284071.0480057625,2289989.3042817223
2023-04-01,154300.0056917707,150150.77506795907,551267.3500749683,446507.04575125064,1110329.9337889487,1198863.8504610953,2261127.518799924,2284071.0480057625
2023-04-02,153955.690206781,154300.0056917707,573217.0063211337,551267.3500749683,1157469.263707316,1110329.9337889487,2210244.1769863483,2261127.518799924
2023-04-03,152746.01581085587,153955.690206781,604699.51044652,573217.0063211337,1328955.365741305,1157469.263707316,2201516.973851946,2210244.1769863483
2023-04-04,155586.2625502396,152746.01581085587,465680.12044482026,604699.51044652,1137483.9316563285,1328955.365741305,2049094.4573235547,2201516.973851946
2023-04-05,151656.87464674338,155586.2625502396,380380.34149755444,465680.12044482026,1073158.9612642948,1137483.9316563285,2109982.3028718,2049094.4573235547
2023-04-06,153145.5477436813,151656.87464674338,444911.6734211125,380380.34149755444,1086181.7070682226,1073158.9612642948,2103889.8225474004,2109982.3028718
2023-04-07,154677.31672507935,153145.5477436813,576598.5610314605,444911.6734211125,1085207.1975446672,1086181.7070682226,2107654.0924729984,2103889.8225474004
2023-04-08,152318.82649920185,154677.31672507935,578421.3479423481,576598.5610314605,1150797.585010975,1085207.1975446672,2210220.158607409,2107654.0924729984
2023-04-09,154707.80829356457,152318.82649920185,488906.7038781124,578421.3479423481,1052774.9132790323,1150797.585010975,2079512.3957405617,2210220.158607409
2023-04-10,158133.80258263258,154707.80829356457,361925.85177343735,488906.7038781124,872561.608110641,1052774.9132790323,1873306.7408257336,2079512.3957405617
2023-04-11,155395.33263579724,158133.80258263258,413403.3863331588,361925.85177343735,911610.5256672261,872561.608110641,1934699.4967510465,1873306.7408257336
2023-04-12,154177.10832441476,155395.33263579724,458018.96524423466,413403.3863331588,1036823.3416075053,911610.5256672261,2020635.1048652367,1934699.4967510465
2023-04-13,155844.92116962158,154177.10832441476,411504.87963192246,458018.96524423466,1017708.1154791778,1036823.3416075053,2011385.1433283077,2020635.1048652367
2023-04-14,154023.3560863314,155844.92116962158,363952.97159743455,411504.87963192246,1022446.8949283314,1017708.1154791778,2009508.1652930526,2011385.1433283077
2023-04-15,155597.39348471997,154023.3560863314,339234.28859859915,363952.97159743455,1059422.5735964337,1022446.8949283314,1975306.7167970135,2009508.1652930526
2023-04-16,153747.50156429372,155597.39348471997,472955.1322065854,339234.28859859915,1026737.482461529,1059422.5735964337,1933835.3701768583,1975306.7167970135
2023-04-17,152092.5130866209,153747.50156429372,507072.35914197407,472955.1322065854,1000745.1327150925,1026737.482461529,1942701.6900341704,1933835.3701768583
2023-04-18,152380.2754094441,152092.5130866209,524239.755594264,507072.35914197407,1023088.9710838204,1000745.1327150925,1942435.8598383775,1942701.6900341704
2023-04-19,158996.58381083564,152380.2754094441,480618.19723316294,524239.755594264,983811.7632577315,1023088.9710838204,1970083.6375226786,1942435.8598383775
2023-04-20,157992.12167468295,158996.58381083564,420534.24661427375,480618.19723316294,993677.0278491298,983811.7632577315,2016604.3178153764,1970083.6375226786
2023-04-21,158502.0243413142,157992.12167468295,342251.2093841959,420534.24661427375,987061.2703647211,993677.0278491298,1982568.3981338837,2016604.3178153764
2023-04-22,158634.70335409814,158502.0243413142,302900.686085986,342251.2093841959,915884.1432005798,987061.2703647211,1939028.575883038,1982568.3981338837
2023-04-23,153324.79521006346,158634.70335409814,430029.41300278786,302900.686085986,907097.8877153291,915884.1432005798,2027409.6143152935,1939028.575883038
2023-04-24,151186.30350466652,153324.79521006346,500004.25427601126,430029.41300278786,941956.5573190779,907097.8877153291,2132015.249037847,2027409.6143152935
2023-04-25,152701.06810968104,151186.30350466652,488212.0548751645,500004.25427601126,919346.8887545569,941956.5573190779,2132405.6340069594,2132015.249037847
2023-04-26,154920.6250808519,152701.06810968104,412690.5771760114,488212.0548751645,986271.8742649471,919346.8887545569,2001568.8769778095,2132405.6340069594
2023-04-27,153620.51598607245,154920.6250808519,333955.10648047307,412690.5771760114,1022927.2899662469,986271.8742649471,1963004.2557397443,2001568.8769778095
2023-04-28,153342.11476067195,153620.51598607245,297146.4963385528,333955.10648047307,995507.1277691628,1022927.2899662469,1956359.298203667,1963004.2557397443
2023-04-29,151301.2226998906,153342.11476067195,306363.43163996306,297146.4963385528,1023144.4326824584,995507.1277691628,1984271.9334836046,1956359.298203667
2023-04-30,148002.8409701145,151301.2226998906,509203.39955240587,306363.43163996306,1120311.7265999645,1023144.4326824584,2001251.5149957528,1984271.9334836046
2023-05-01,148007.80942450417,148002.8409701145,580974.9869231802,509203.39955240587,1190058.691718769,1120311.7265999645,2014836.009227181,2001251.5149957528
2023-05-02,142554.65418435473,148007.80942450417,564372.2938897704,580974.9869231802,1213058.7452524027,1190058.691718769,2006066.4418768946,2014836.009227181
2023-05-03,145716.64072837424,142554.65418435473,449563.1355935227,564372.2938897704,1015297.0027128626,1213058.7452524027,1856763.8222849816,2006066.4418768946
2023-05-04,147160.5050129563,145716.64072837424,431339.5431141907,449563.1355935227,940076.9657734975,1015297.0027128626,1849706.655808534,1856763.8222849816
2023-05-05,146079.3746645315,147160.5050129563,491698.060288159,431339.5431141907,960852.1704345043,940076.9657734975,1835548.0930991392,1849706.655808534
2023-05-06,148187.45480323024,146079.3746645315,496277.7442099074,491698.060288159,961127.500801146,960852.1704345043,1851807.9489054172,1835548.0930991392
2023-05-07,146675.7860734234,148187.45480323024,404188.67566530395,496277.7442099074,880939.7883957884,961127.500801146,1899698.631421888,1851807.9489054172
2023-05-08,143047.2139236993,146675.7860734234,330993.26097790885,404188.67566530395,824777.317508412,880939.7883957884,1838442.3420987225,1899698.631421888
2023-05-09,145253.75466992878,143047.2139236993,312165.71907187207,330993.26097790885,793007.6966244916,824777.317508412,1754492.9679757033,1838442.3420987225
2023-05-10,143650.14220868025,145253.75466992878,395393.63368180627,312165.71907187207,841466.8195721189,793007.6966244916,1788913.90469734,1754492.9679757033
2023-05-11,141942.4785381447,143650.14220868025,372202.36573648144,395393.63368180627,909629.6900350364,841466.8195721189,1793890.6876954539,1788913.90469734
2023-05-12,141638.1236963114,141942.4785381447,355623.20736206666,372202.36573648144,874695.9226646349,909629.6900350364,1848498.9363379562,1793890.6876954539
2023-05-13,141413.52322430778,141638.1236963114,328157.94003325293,355623.20736206666,890680.448104271,874695.9226646349,1835460.2096201698,1848498.9363379562
2023-05-14,140538.81732759325,141413.52322430778,364715.7068416345,328157.94003325293,1018758.8430260996,890680.448104271,1889617.8580333262,1835460.2096201698
2023-05-15,141340.63211647683,140538.81732759325,415845.6335045332,364715.7068416345,1013665.0245903106,1018758.8430260996,2007196.4714304386,1889617.8580333262
2023-05-16,141017.939346974,141340.63211647683,393853.9451120151,415845.6335045332,961485.2713512116,1013665.0245903106,2155770.8848958523,2007196.4714304386
2023-05-17,136673.1235645593,141017.939346974,444607.26221395837,393853.9451120151,947447.0851252209,961485.2713512116,2238303.246903151,2155770.8848958523
2023-05-18,138082.53477228252,136673.1235645593,481331.5187275448,444607.26221395837,884260.9976604173,947447.0851252209,2149762.7466610335,2238303.246903151
2023-05-19,136361.30325832224,138082.53477228252,494592.30928774254,481331.5187275448,973803.0136733213,884260.9976604173,2220399.7665764224,2149762.7466610335
2023-05-20,135387.01874244484,136361.30325832224,398962.7632801935,494592.30928774254,944779.761515899,973803.0136733213,2164054.5262497505,2220399.7665764224
2023-05-21,140253.86591918507,135387.01874244484,293403.9489407559,398962.7632801935,870859.0150072267,944779.761515899,2105224.5111771543,2164054.5262497505
2023-05-22,141802.05682630607,140253.86591918507,286441.60657464,293403.9489407559,993531.4468401276,870859.0150072267,2187739.804598464,2105224.5111771543
2023-05-23,138817.80721366656,141802.05682630607,406171.68743412476,286441.60657464,1194285.6135446406,993531.4468401276,2322648.4624290904,2187739.804598464
2023-05-24,135374.38505982677,138817.80721366656,441939.93860463623,406171.68743412476,1290856.1617779299,1194285.6135446406,2374634.6924829213,2322648.4624290904
2023-05-25,134174.81940839993,135374.38505982677,467929.536074354,441939.93860463623,1265501.7490006161,1290856.1617779299,2386023.4141066424,2374634.6924829213
2023-05-26,135887.79409077225,134174.81940839993,514320.74245454883,467929.536074354,1246596.752903101,1265501.7490006161,2251906.6035922123,2386023.4141066424
2023-05-27,136419.0051108491,135887.79409077225,648468.615308935,514320.74245454883,1219274.7647338514,1246596.752903101,2250708.4617235167,2251906.6035922123
2023-05-28,138959.62046532426,136419.0051108491,713401.0957114589,648468.615308935,1234365.4961699275,1219274.7647338514,2198048.0596582233,2250708.4617235167
2023-05-29,143644.01716634355,138959.62046532426,558411.9087351286,713401.0957114589,1194208.3577583365,1234365.4961699275,2119334.1458900706,2198048.0596582233
2023-05-30,148637.04738474096,143644.01716634355,458482.8267925853,558411.9087351286,1128362.8488844493,1194208.3577583365,1975489.5891967507,2119334.1458900706
2023-05-31,146252.39532814757,148637.04738474096,370358.541560558,458482.8267925853,1083778.530704991,1128362.8488844493,1873581.3830540574,1975489.5891967507
2023-06-01,142838.19294534173,146252.39532814757,436793.283243665,370358.541560558,1120521.665106026,1083778.530704991,1891798.200409952,1873581.3830540574
2023-06-02,144855.28070269863,142838.19294534173,461932.34730978415,436793.283243665,1005309.8506891113,1120521.665106026,1975567.0908225768,1891798.200409952
2023-06-03,143423.65982697028,144855.28070269863,557556.699459533,461932.34730978415,1031433.6969896654,1005309.8506891113,2059774.4639446633,1975567.0908225768
2023-06-04,143032.9693785372,143423.65982697028,562814.1302465227,557556.699459533,963682.5634882955,1031433.6969896654,2104373.3762321263,2059774.4639446633
2023-06-05,143792.21952489953,143032.9693785372,484725.2160828181,562814.1302465227,925125.788131734,963682.5634882955,2090728.7286705447,2104373.3762321263
2023-06-06,145612.19394302834,143792.21952489953,335429.82859724725,484725.2160828181,847126.7403123013,925125.788131734,1985943.1335569608,2090728.7286705447
2023-06-07,148698.16418500931,145612.19394302834,318013.70784523233,335429.82859724725,789802.8523490665,847126.7403123013,1895163.638309994,1985943.1335569608
2023-06-08,149282.64649293202,148698.16418500931,279954.18162593467,318013.70784523233,771276.5353039262,789802.8523490665,1974803.554953706,1895163.638309994
2023-06-09,146443.05499750603,149282.64649293202,381748.2847524069,279954.18162593467,970257.2401334657,771276.5353039262,2060148.8980566058,1974803.554953706
2023-06-10,145934.59540513167,146443.05499750603,373249.7427821689,381748.2847524069,1028340.7669549981,970257.2401334657,2113510.6923466576,2060148.8980566058
2023-06-11,145988.0684889839,145934.59540513167,388934.41910729365,373249.7427821689,1140690.8127438312,1028340.7669549981,2146475.3590327716,2113510.6923466576
2023-06-12,147376.09347573246,145988.0684889839,330875.96325501025,388934.41910729365,1165602.9405388108,1140690.8127438312,2190183.058982449,2146475.3590327716
2023-06-13,147545.01693187866,147376.09347573246,458560.32841841166,330875.96325501025,1138816.3932446595,1165602.9405388108,2108234.7658896544,2190183.058982449
2023-06-14,146853.02249847175,147545.01693187866,556551.622451164,458560.32841841166,1105360.7859609274,1138816.3932446595,2127204.3917590384,2108234.7658896544
2023-06-15,144341.46239539236,146853.02249847175,649368.4590658398,556551.622451164,1203527.0196497794,1105360.7859609274,2146623.789598962,2127204.3917590384
2023-06-16,149855.95919282144,144341.46239539236,577093.985157752,649368.4590658398,1089891.6579231396,1203527.0196497794,2026056.1013485426,2146623.789598962
2023-06-17,150851.03536408622,149855.95919282144,483725.3690718302,577093.985157752,1085169.9253916596,1089891.6579231396,2155109.6084334115,2026056.1013485426
2023-06-18,150342.78169318862,150851.03536408622,353604.39232438983,483725.3690718302,1005784.5462889401,1085169.9253916596,2084200.1744672542,2155109.6084334115
2023-06-19,152802.44761675035,150342.78169318862,368800.042365979,353604.39232438983,1024580.1184436384,1005784.5462889401,1989933.3219552445,2084200.1744672542
2023-06-20,153878.27128521612,152802.44761675035,409635.5930968921,368800.042365979,969418.3726449952,1024580.1184436384,2072061.818668439,1989933.3219552445
2023-06-21,152492.7975283184,153878.27128521612,536360.7618818962,409635.5930968921,1021843.6057981113,969418.3726449952,2156075.4295491744,2072061.818668439
2023-06-22,155743.82032358387,152492.7975283184,451625.98570500035,536360.7618818962,943096.7699491826,1021843.6057981113,2086621.8178527162,2156075.4295491744
2023-06-23,154001.9822017435,155743.82032358387,511782.44567825063,451625.98570500035,936164.4434254031,943096.7699491826,2100209.0402748254,2086621.8178527162
2023-06-24,155864.9697882205,154001.9822017435,367973.81632516574,511782.44567825063,1069939.6830417516,936164.4434254031,2057489.517201974,2100209.0402748254
2023-06-25,155161.5506675355,155864.9697882205,369663.451833561,367973.81632516574,1078415.6281783138,1069939.6830417516,2039173.0102109143,2057489.517201974
2023-06-26,153911.32874544713,155161.5506675355,287316.693871523,369663.451833561,965353.2035116059,1078415.6281783138,1962934.809517312,2039173.0102109143
2023-06-27,145847.29839594304,153911.32874544713,376381.66387730004,287316.693871523,1102643.4460234437,965353.2035116059,2071436.8368768778,1962934.809517312
2023-06-28,142885.20624332488,145847.29839594304,584456.8391255365,376381.66387730004,1134231.823751063,1102643.4460234437,2088593.97878426,2071436.8368768778
2023-06-29,144229.35678603264,142885.20624332488,586944.8439341318,584456.8391255365,1143525.0479035336,1134231.823751063,2166372.827507537,2088593.97878426
2023-06-30,142915.11400611143,144229.35678603264,540971.2057644534,586944.8439341318,1164044.5968494222,1143525.0479035336,2118613.1905735475,2166372.827507537
2023-07-01,150531.57401350266,142915.11400611143,400677.57930685795,540971.2057644534,987549.8341602226,1164044.5968494222,1951230.932839042,2118613.1905735475
2023-07-02,149591.9125249779,150531.57401350266,425479.64740630996,400677.57930685795,960757.3820326007,987549.8341602226,1980301.0450091083,1951230.932839042
2023-07-03,145737.9303794925,149591.9125249779,465488.5382634506,425479.64740630996,997581.6060057065,960757.3820326007,2032345.9846280392,1980301.0450091083
2023-07-04,144928.74829376428,145737.9303794925,437782.8147032784,465488.5382634506,968793.3908534342,997581.6060057065,1963261.7545756875,2032345.9846280392
2023-07-05,144687.10956639887,144928.74829376428,437774.8495346961,437782.8147032784,954362.1550331974,968793.3908534342,1954077.758242891,1963261.7545756875
2023-07-06,145050.9061716579,144687.10956639887,404177.17806319887,437774.8495346961,1022847.7796040038,954362.1550331974,1900114.739508768,1954077.758242891
2023-07-07,148584.2120832654,145050.9061716579,374508.21492073755,404177.17806319887,954568.5937241253,1022847.7796040038,1822849.3868518816,1900114.739508768
2023-07-08,148964.29319816543,148584.2120832654,381921.13600006973,374508.21492073755,963681.0986788196,954568.5937241253,1856913.1147737387,1822849.3868518816
2023-07-09,149487.44175870306,148964.29319816543,419084.42040690675,381921.13600006973,1019543.6629765077,963681.0986788196,1945653.7210730577,1856913.1147737387
2023-07-10,148325.63816070577,149487.44175870306,490754.711861748,419084.42040690675,1034764.3786223328,1019543.6629765077,1930600.1818659718,1945653.7210730577
2023-07-11,149273.98581309046,148325.63816070577,423558.01757396944,490754.711861748,994468.3637222532,1034764.3786223328,1928173.9100442324,1930600.1818659718
2023-07-12,150564.22751940353,149273.98581309046,447093.7931803183,423558.01757396944,999715.6032096935,994468.3637222532,1993615.5000125426,1928173.9100442324
2023-07-13,154035.59346808927,150564.22751940353,400873.06143570284,447093.7931803183,877266.9599047644,999715.6032096935,1914543.1626339604,1993615.5000125426
2023-07-14,148023.9032829318,154035.59346808927,454703.99981894507,400873.06143570284,868280.7931277564,877266.9599047644,1935273.866434206,1914543.1626339604
2023-07-15,146655.01933115904,148023.9032829318,412708.4010435034,454703.99981894507,893232.0160949193,868280.7931277564,1945003.327701755,1935273.866434206
2023-07-16,145160.75783844152,146655.01933115904,399256.3606400924,412708.4010435034,926110.0580965499,893232.0160949193,2004250.3279127767,1945003.327701755
2023-07-17,143652.83237797444,145160.75783844152,333257.29314417957,399256.3606400924,895835.8032436392,926110.0580965499,2044586.2815522186,2004250.3279127767
2023-07-18,144118.6990444331,143652.83237797444,297370.4469794726,333257.29314417957,933705.5463219789,895835.8032436392,2072931.2814162297,2044586.2815522186
2023-07-19,146791.18527828803,144118.6990444331,340610.20606554416,297370.4469794726,993899.8968028489,933705.5463219789,2062484.5261317326,2072931.2814162297
2023-07-20,142383.44847719587,146791.18527828803,449716.1596274884,340610.20606554416,1037276.2027291957,993899.8968028489,2110974.2881707167,2062484.5261317326
2023-07-21,140109.22954023952,142383.44847719587,482259.0099348278,449716.1596274884,1066993.0733064492,1037276.2027291957,2177893.15756315,2110974.2881707167
2023-07-22,139800.0939991326,140109.22954023952,453181.93127056316,482259.0099348278,1051771.3116068356,1066993.0733064492,2169508.0383827845,2177893.15756315
2023-07-23,142315.240402999,139800.0939991326,467046.19934639125,453181.93127056316,1078140.2698162263,1051771.3116068356,2176890.707352463,2169508.0383827845
2023-07-24,139054.8211208316,142315.240402999,474697.69262973627,467046.19934639125,1148750.4783085794,1078140.2698162263,2147870.1635050066,2176890.707352463
2023-07-25,142843.24096146823,139054.8211208316,430657.9739639428,474697.69262973627,1139225.7350942509,1148750.4783085794,2075278.6356399842,2147870.1635050066
2023-07-26,145793.19567131437,142843.24096146823,398481.62086953095,430657.9739639428,1068584.6293288835,1139225.7350942509,2058284.9451224904,2075278.6356399842
2023-07-27,145746.99964791062,145793.19567131437,490580.2267145191,398481.62086953095,1073698.0854415211,1068584.6293288835,2061375.029350009,2058284.9451224904
2023-07-28,144781.68060741975,145746.99964791062,564016.4149369581,490580.2267145191,1110900.084256701,1073698.0854415211,2139892.782988666,2061375.029350009
2023-07-29,139151.22359074274,144781.68060741975,540636.3547579781,564016.4149369581,1117736.726775949,1110900.084256701,2174078.549659866,2139892.782988666
2023-07-30,142305.4061757816,139151.22359074274,457490.55885904835,540636.3547579781,1098750.4375362366,1117736.726775949,2052431.6384969654,2174078.549659866
2023-07-31,145604.72379215207,142305.4061757816,399645.29976267804,457490.55885904835,999119.6851964274,1098750.4375362366,2079949.8050447407,2052431.6384969654
2023-08-01,144149.75128542562,145604.72379215207,402332.323126393,399645.29976267804,936052.9005457335,999119.6851964274,2140298.51694965,2079949.8050447407
2023-08-02,143448.6530133794,144149.75128542562,447633.7183165961,402332.323126393,989700.3157936072,936052.9005457335,2140628.1417354005,2140298.51694965
2023-08-03,143253.17955998163,143448.6530133794,515632.57880923466,447633.7183165961,987676.9439084881,989700.3157936072,2197288.8981753425,2140628.1417354005
2023-08-04,142883.66230053685,143253.17955998163,452236.0158766846,515632.57880923466,1028992.6987319654,987676.9439084881,2174496.048621342,2197288.8981753425
2023-08-05,143800.75546987585,142883.66230053685,358952.5285277628,452236.0158766846,1056341.8228839173,1028992.6987319654,2117235.535037859,2174496.048621342
2023-08-06,147233.72958662576,143800.75546987585,348440.4371164188,358952.5285277628,953681.2009607292,1056341.8228839173,2106259.10599731,2117235.535037859
2023-08-07,145659.65519182067,147233.72958662576,388202.55847473873,348440.4371164188,1080830.1198483133,953681.2009607292,2126471.253827488,2106259.10599731
2023-08-08,142980.44806015058,145659.65519182067,495272.1213126249,388202.55847473873,1204245.6164039169,1080830.1198483133,2215297.9912144393,2126471.253827488
2023-08-09,144710.73018339404,142980.44806015058,514275.2254069062,495272.1213126249,1150927.8259417934,1204245.6164039169,2163295.040347254,2215297.9912144393
2023-08-10,141997.07828514176,144710.73018339404,481636.8358614756,514275.2254069062,1209611.954266854,1150927.8259417934,2138018.1295962995,2163295.040347254
2023-08-11,145541.66605081686,141997.07828514176,504073.4369930325,481636.8358614756,1145503.3498893767,1209611.954266854,2063210.989470319,2138018.1295962995
2023-08-12,147110.0670486293,145541.66605081686,506856.3220477622,504073.4369930325,1060893.7121539414,1145503.3498893767,2064162.99143714,2063210.989470319
2023-08-13,144881.49880034794,147110.0670486293,545687.0620974832,506856.3220477622,1152577.905036581,1060893.7121539414,2203310.218791149,2064162.99143714
2023-08-14,147304.86023560568,144881.49880034794,516984.39289327967,545687.0620974832,1045641.1339791747,1152577.905036581,2101472.937009017,2203310.218791149
2023-08-15,150472.49279878143,147304.86023560568,436529.8547980848,516984.39289327967,1011052.3748105222,1045641.1339791747,2030213.566350673,2101472.937009017
2023-08-16,150111.16670954047,150472.49279878143,424241.1116190541,436529.8547980848,1012367.2144054606,1011052.3748105222,2079977.0595136469,2030213.566350673
2023-08-17,153866.54236950213,150111.16670954047,424602.7866312022,424241.1116190541,928406.1753294455,1012367.2144054606,1978177.066089006,2079977.0595136469
2023-08-18,155442.47164944612,153866.54236950213,404211.22108283034,424602.7866312022,917707.639580942,928406.1753294455,2222708.9332684265,1978177.066089006
2023-08-19,153097.98476502296,155442.47164944612,457014.98470434314,404211.22108283034,1003269.2792831985,917707.639580942,2224406.86251446,2222708.9332684265
2023-08-20,152969.63619106333,153097.98476502296,405476.37146636297,457014.98470434314,1050732.313754568,1003269.2792831985,2174536.6413422013,2224406.86251446
2023-08-21,152655.05061901765,152969.63619106333,399749.43424355064,405476.37146636297,1055831.8030298422,1050732.313754568,2232715.8867687928,2174536.6413422013
2023-08-22,153234.87953051509,152655.05061901765,343185.11956850474,399749.43424355064,1019161.1915401506,1055831.8030298422,2195028.7300586603,2232715.8867687928
2023-08-23,150770.71376677664,153234.87953051509,415143.17649679194,343185.11956850474,1067609.8451081864,1019161.1915401506,2199872.8290892267,2195028.7300586603
2023-08-24,149978.32710522533,150770.71376677664,546928.9250563248,415143.17649679194,1049770.8907595603,1067609.8451081864,2237133.2962067313,2199872.8290892267
2023-08-25,150110.8490163923,149978.32710522533,542335.3845317306,546928.9250563248,1305001.2936874842,1049770.8907595603,2313758.768190475,2237133.2962067313
2023-08-26,151365.76932489307,150110.8490163923,472906.8969612952,542335.3845317306,1221137.5832312615,1305001.2936874842,2220801.1653660405,2313758.768190475
2023-08-27,151990.78061743267,151365.76932489307,422353.9028199813,472906.8969612952,1123804.327587633,1221137.5832312615,2132081.596778486,2220801.1653660405
2023-08-28,149336.5265019199,151990.78061743267,393688.5219732687,422353.9028199813,1176884.08373895,1123804.327587633,2180770.760380332,2132081.596778486
2023-08-29,148946.86011786867,149336.5265019199,629025.2217158385,393688.5219732687,1175867.5385185096,1176884.08373895,2109659.9282807894,2180770.760380332
2023-08-30,150735.90004460886,148946.86011786867,568670.9146198671,629025.2217158385,1132262.9839810398,1175867.5385185096,2046144.194804594,2109659.9282807894
2023-08-31,149123.78443801243,150735.90004460886,620962.3618843975,568670.9146198671,1187362.405447171,1132262.9839810398,2098740.2124289107,2046144.194804594
2023-09-01,157043.03506749173,149123.78443801243,414218.1745831965,620962.3618843975,1008757.4745029913,1187362.405447171,1873625.0187402884,2098740.2124289107
2023-09-02,155058.65705543992,157043.03506749173,427636.85224854335,414218.1745831965,999663.5821347794,1008757.4745029913,1986904.6086993022,1873625.0187402884
2023-09-03,152885.56240498254,155058.65705543992,430812.55921338813,427636.85224854335,1008277.2691908532,999663.5821347794,2004554.6233752326,1986904.6086993022
2023-09-04,155685.2550212957,152885.56240498254,404166.8436814897,430812.55921338813,1003886.676641382,1008277.2691908532,1954821.4689420715,2004554.6233752326
2023-09-05,157511.6686168964,155685.2550212957,461915.1577003201,404166.8436814897,933792.3897622796,1003886.676641382,1957764.4760620436,1954821.4689420715
2023-09-06,155827.42390844572,157511.6686168964,436071.5127736066,461915.1577003201,913881.210823554,933792.3897622796,1973975.1249831473,1957764.4760620436
2023-09-07,156255.408064394,155827.42390844572,441877.2256280795,436071.5127736066,911377.8069817395,913881.210823554,1989359.8182059191,1973975.1249831473
2023-09-08,156320.3484878855,156255.408064394,409347.3767215874,441877.2256280795,864867.544237297,911377.8069817395,1927092.258453548,1989359.8182059191
2023-09-09,153034.43417154215,156320.3484878855,361765.65987604344,409347.3767215874,987241.0265645229,864867.544237297,1946509.5038744367,1927092.258453548
2023-09-10,154835.42198462985,153034.43417154215,336416.50084608886,361765.65987604344,996277.3541843791,987241.0265645229,1954198.7569003021,1946509.5038744367
2023-09-11,152937.27490676244,154835.42198462985,311657.9740218471,336416.50084608886,950934.7923006893,996277.3541843791,1943447.2584694326,1954198.7569003021
2023-09-12,147852.6248082665,152937.27490676244,392990.3121753375,311657.9740218471,1023972.0862997636,950934.7923006893,2113649.1291415687,1943447.2584694326
2023-09-13,147361.4733685086,147852.6248082665,509431.3285145755,392990.3121753375,1060093.9141595932,1023972.0862997636,2164347.799224349,2113649.1291415687
2023-09-14,145604.18851849702,147361.4733685086,526776.7728307191,509431.3285145755,1077982.0112241798,1060093.9141595932,2146700.66102543,2164347.799224349
2023-09-15,146297.64114316838,145604.18851849702,495414.62478497956,526776.7728307191,1062224.7142162507,1077982.0112241798,2239985.176342016,2146700.66102543
2023-09-16,150403.9811147772,146297.64114316838,398496.7196112841,495414.62478497956,959268.4773099138,1062224.7142162507,2161718.4793076017,2239985.176342016
2023-09-17,149253.25945419405,150403.9811147772,400233.0608213028,398496.7196112841,957921.4027159228,959268.4773099138,2089618.7890242047,2161718.4793076017
2023-09-18,149554.90556110226,149253.25945419405,438705.1929453375,400233.0608213028,992512.4661687432,957921.4027159228,2100530.6673856885,2089618.7890242047
2023-09-19,148314.0430757394,149554.90556110226,431242.94009182474,438705.1929453375,1089677.042841805,992512.4661687432,2096898.696999133,2100530.6673856885
2023-09-20,149065.99835972762,148314.0430757394,408605.89166489633,431242.94009182474,1104253.8850647558,1089677.042841805,2204586.028708447,2096898.696999133
2023-09-21,150946.18265759465,149065.99835972762,406716.1643224624,408605.89166489633,1068718.64980125,1104253.8850647558,2191938.7518511685,2204586.028708447
2023-09-22,151458.96523728655,150946.18265759465,425702.376737472,406716.1643224624,1177760.4621257652,1068718.64980125,2157771.432549309,2191938.7518511685
2023-09-23,148832.52390144562,151458.96523728655,528905.2851431752,425702.376737472,1202450.0019976879,1177760.4621257652,2274366.8832579204,2157771.432549309
2023-09-24,145938.58405995672,148832.52390144562,546565.5431701358,528905.2851431752,1131697.3863082821,1202450.0019976879,2253892.6753621884,2274366.8832579204
2023-09-25,147293.50067320588,145938.58405995672,514911.37657784455,546565.5431701358,1108018.2012169454,1131697.3863082821,2275204.168372514,2253892.6753621884
2023-09-26,150832.46633651276,147293.50067320588,519326.359375785,514911.37657784455,1007221.6541573283,1108018.2012169454,2178181.4384857668,2275204.168372514
2023-09-27,150374.71407246223,150832.46633651276,506802.0085978284,519326.359375785,1100332.1436436912,1007221.6541573283,2119774.0474663354,2178181.4384857668
2023-09-28,151622.88833765502,150374.71407246223,469694.90082949435,506802.0085978284,1123220.1020499184,1100332.1436436912,2067469.1737162496,2119774.0474663354
2023-09-29,146914.649824368,151622.88833765502,355960.11582865205,469694.90082949435,980010.9704235435,1123220.1020499184,2055156.341431392,2067469.1737162496
2023-09-30,148165.11028596087,146914.649824368,333676.9373028156,355960.11582865205,1071916.8812602323,980010.9704235435,2055680.9761184987,2055156.341431392
2023-10-01,146220.4790142656,148165.11028596087,515200.3005055449,333676.9373028156,1122195.2890539065,1071916.8812602323,2114478.979215557,2055680.9761184987
2023-10-02,144834.00486884854,146220.4790142656,530113.2774108176,515200.3005055449,1167185.9671555688,1122195.2890539065,2111594.931967044,2114478.979215557
2023-10-03,144809.39903789916,144834.00486884854,492115.6756420002,530113.2774108176,1170959.7843284386,1167185.9671555688,2106000.4136992376,2111594.931967044
2023-10-04,149234.32691755693,144809.39903789916,478386.74621436954,492115.6756420002,1019441.9038226443,1170959.7843284386,1933822.816908942,2106000.4136992376
