date,y,fold_id,v11_pred,v13_1_pred,calendar_special,is_ramadan,pre_fitr_7,fitr_day0_3,pre_adha_7,adha_day0_3,risk_mean,risk_max,risk_min,future_ratio
2024-05-13,0,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.34707908038360374,0.6833333333333333,0.0134166991338133,1.0240117177175188
2024-05-14,0,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3742232974135272,0.7023809523809523,0.0125919198617339,1.125954466739724
2024-05-15,0,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.429364602475294,0.6964285714285714,0.0124252773821353,1.2327625220716356
2024-05-16,0,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4219703170302368,0.7976190476190477,0.048891395330429,0.8955376067268118
2024-05-18,0,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3808356856111259,0.7345238095238095,0.0419910289347171,0.9055523499200772
