date,target,score,threshold,fold_id,scope,model
2023-09-23,0,0.22982317529109417,0.185,0,portable_comparable_merchant,extra_trees
2023-09-24,0,0.00963636283915626,0.185,0,portable_comparable_merchant,extra_trees
2023-09-25,0,0.02176521260061056,0.185,0,portable_comparable_merchant,extra_trees
2023-09-26,0,0.10689911892019131,0.185,0,portable_comparable_merchant,extra_trees
2023-09-27,0,0.048702113439886646,0.185,0,portable_comparable_merchant,extra_trees
2023-09-28,0,0.04963148856322204,0.185,0,portable_comparable_merchant,extra_trees
2023-09-29,0,0.03057980177126937,0.185,0,portable_comparable_merchant,extra_trees
2023-09-30,0,0.017619038933686066,0.185,0,portable_comparable_merchant,extra_trees
2023-10-08,0,0.19115048970639345,0.165,1,portable_comparable_merchant,extra_trees
2023-10-09,0,0.1989272525948834,0.165,1,portable_comparable_merchant,extra_trees
2023-10-10,0,0.18898581893378177,0.165,1,portable_comparable_merchant,extra_trees
2023-10-11,0,0.17851893413056955,0.165,1,portable_comparable_merchant,extra_trees
2023-10-12,0,0.2212278231694598,0.165,1,portable_comparable_merchant,extra_trees
2023-10-13,1,0.1860907217368999,0.165,1,portable_comparable_merchant,extra_trees
2023-10-14,1,0.18451012853732007,0.165,1,portable_comparable_merchant,extra_trees
2023-10-15,0,0.17895645872223698,0.165,1,portable_comparable_merchant,extra_trees
2023-10-16,1,0.1784756303615216,0.165,1,portable_comparable_merchant,extra_trees
2023-10-17,1,0.286136427112461,0.165,1,portable_comparable_merchant,extra_trees
2023-10-18,0,0.13021364954157286,0.165,1,portable_comparable_merchant,extra_trees
2023-10-19,0,0.07273283355158566,0.165,1,portable_comparable_merchant,extra_trees
2023-10-20,0,0.18455215237786754,0.165,1,portable_comparable_merchant,extra_trees
2023-10-21,0,0.2003477849887526,0.165,1,portable_comparable_merchant,extra_trees
2023-10-22,0,0.1295159050389522,0.165,1,portable_comparable_merchant,extra_trees
2023-10-23,0,0.19230145765176432,0.165,1,portable_comparable_merchant,extra_trees
2023-10-24,0,0.043447657691165986,0.165,1,portable_comparable_merchant,extra_trees
2023-10-25,0,0.011479196817615629,0.165,1,portable_comparable_merchant,extra_trees
2023-10-26,0,0.045237907760922076,0.165,1,portable_comparable_merchant,extra_trees
2023-10-27,0,0.027368587059553175,0.165,1,portable_comparable_merchant,extra_trees
2023-10-28,0,0.027474546031134167,0.165,1,portable_comparable_merchant,extra_trees
2023-10-29,0,0.0295427390466013,0.165,1,portable_comparable_merchant,extra_trees
2023-10-30,0,0.05343207157441855,0.165,1,portable_comparable_merchant,extra_trees
2023-10-31,0,0.060911446850880804,0.165,1,portable_comparable_merchant,extra_trees
2023-11-01,0,0.36792318480750363,0.165,1,portable_comparable_merchant,extra_trees
2023-11-02,0,0.4245266616249802,0.165,1,portable_comparable_merchant,extra_trees
2023-11-03,0,0.37766120461545166,0.165,1,portable_comparable_merchant,extra_trees
2023-11-04,0,0.25051765504290074,0.165,1,portable_comparable_merchant,extra_trees
2023-11-05,0,0.2286249845128237,0.165,1,portable_comparable_merchant,extra_trees
2023-11-06,0,0.2611502492576067,0.165,1,portable_comparable_merchant,extra_trees
2023-11-07,0,0.5098706693678509,0.165,1,portable_comparable_merchant,extra_trees
2023-11-08,0,0.5026387712727045,0.165,1,portable_comparable_merchant,extra_trees
2023-11-09,1,0.5310234420935835,0.165,1,portable_comparable_merchant,extra_trees
2023-11-10,1,0.14807826574538768,0.165,1,portable_comparable_merchant,extra_trees
2023-11-11,0,0.2930177989746261,0.165,1,portable_comparable_merchant,extra_trees
2023-11-12,0,0.1687642595755603,0.165,1,portable_comparable_merchant,extra_trees
2023-11-13,1,0.2618616811906356,0.165,1,portable_comparable_merchant,extra_trees
2023-11-14,1,0.326775010488636,0.165,1,portable_comparable_merchant,extra_trees
2023-11-15,0,0.12939899054185403,0.165,1,portable_comparable_merchant,extra_trees
2023-11-16,0,0.13976174069797104,0.165,1,portable_comparable_merchant,extra_trees
2023-11-17,0,0.10796868518139996,0.165,1,portable_comparable_merchant,extra_trees
2023-11-18,0,0.18694793957032826,0.165,1,portable_comparable_merchant,extra_trees
2023-11-19,0,0.1061935085604758,0.165,1,portable_comparable_merchant,extra_trees
2023-11-20,0,0.3299506079398026,0.165,1,portable_comparable_merchant,extra_trees
2023-11-21,0,0.05510878594364516,0.165,1,portable_comparable_merchant,extra_trees
2023-11-22,0,0.1615480299821805,0.165,1,portable_comparable_merchant,extra_trees
2023-11-23,0,0.12013810768210875,0.165,1,portable_comparable_merchant,extra_trees
2023-11-24,0,0.027165997214590287,0.165,1,portable_comparable_merchant,extra_trees
2023-11-25,0,0.045009780029709345,0.165,1,portable_comparable_merchant,extra_trees
2023-11-26,0,0.059331316316179335,0.165,1,portable_comparable_merchant,extra_trees
2023-11-27,0,0.02933713896872747,0.165,1,portable_comparable_merchant,extra_trees
2023-11-28,0,0.059104147808895106,0.165,1,portable_comparable_merchant,extra_trees
2023-11-29,0,0.026512845328075945,0.165,1,portable_comparable_merchant,extra_trees
2023-11-30,0,0.029264004656431423,0.165,1,portable_comparable_merchant,extra_trees
2023-12-01,0,0.28612930787828494,0.165,1,portable_comparable_merchant,extra_trees
2023-12-02,0,0.3253303942364549,0.165,1,portable_comparable_merchant,extra_trees
2023-12-03,0,0.22458799290158216,0.165,1,portable_comparable_merchant,extra_trees
2023-12-04,0,0.4105443694943396,0.165,1,portable_comparable_merchant,extra_trees
2023-12-05,0,0.44699817378670387,0.165,1,portable_comparable_merchant,extra_trees
2023-12-06,0,0.3818392359498127,0.165,1,portable_comparable_merchant,extra_trees
2023-12-07,1,0.42562105151695045,0.165,1,portable_comparable_merchant,extra_trees
2023-12-08,0,0.28605363915656484,0.165,1,portable_comparable_merchant,extra_trees
2023-12-09,0,0.26638158527666594,0.165,1,portable_comparable_merchant,extra_trees
2023-12-10,1,0.2786885590781754,0.165,1,portable_comparable_merchant,extra_trees
2023-12-11,1,0.1973347264972159,0.165,1,portable_comparable_merchant,extra_trees
2023-12-12,1,0.3587657982574108,0.165,1,portable_comparable_merchant,extra_trees
2023-12-13,1,0.2213176087594916,0.165,1,portable_comparable_merchant,extra_trees
2023-12-14,1,0.3023236167988263,0.165,1,portable_comparable_merchant,extra_trees
2023-12-15,1,0.06178278877444152,0.165,1,portable_comparable_merchant,extra_trees
2023-12-16,0,0.10951235810969197,0.165,1,portable_comparable_merchant,extra_trees
2023-12-17,0,0.1442295390896422,0.165,1,portable_comparable_merchant,extra_trees
2023-12-18,0,0.398239561320266,0.165,1,portable_comparable_merchant,extra_trees
2023-12-19,0,0.16290382699322076,0.165,1,portable_comparable_merchant,extra_trees
2023-12-20,0,0.347425504261496,0.165,1,portable_comparable_merchant,extra_trees
2023-12-21,0,0.08203082509531973,0.165,1,portable_comparable_merchant,extra_trees
2023-12-22,0,0.25926065784326574,0.165,1,portable_comparable_merchant,extra_trees
2023-12-23,0,0.11129367406737121,0.165,1,portable_comparable_merchant,extra_trees
2023-12-24,0,0.021483118586808018,0.165,1,portable_comparable_merchant,extra_trees
2023-12-25,0,0.03687094818361853,0.165,1,portable_comparable_merchant,extra_trees
2023-12-26,0,0.027741677097298845,0.165,1,portable_comparable_merchant,extra_trees
2023-12-27,0,0.014516925736828992,0.165,1,portable_comparable_merchant,extra_trees
2023-12-28,0,0.05516412345925255,0.165,1,portable_comparable_merchant,extra_trees
2023-12-29,0,0.012700346463468473,0.165,1,portable_comparable_merchant,extra_trees
2023-12-30,0,0.008681022452775113,0.165,1,portable_comparable_merchant,extra_trees
2023-12-31,0,0.13375532120036673,0.165,1,portable_comparable_merchant,extra_trees
2024-01-08,0,0.42751064052432736,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-01-09,0,0.5043628790166875,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-01-10,0,0.5909097770919023,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-01-11,1,0.4689859640190475,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-01-12,1,0.6147784915127905,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-01-13,1,0.4763858692029237,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-01-14,1,0.3051781363747263,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-01-15,1,0.3384799680333051,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-01-16,0,0.48088161199217216,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-01-17,1,0.46587671141873366,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-01-18,1,0.4968898772118714,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-01-19,1,0.3292101727132464,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-01-20,0,0.28350575459271016,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-01-21,0,0.11326885201595659,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-01-22,0,0.1150778979249038,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-01-23,0,0.14823585907914869,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-01-24,0,0.005131021528150834,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-01-25,0,0.07585902034701175,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-01-26,0,0.007430031191098901,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-01-27,0,0.02901199515740445,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-01-28,0,0.024919082205608095,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-01-29,0,0.013404834063014534,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-01-30,1,0.010772835440832951,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-01-31,0,0.06283836451809523,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-02-01,0,0.30552973062781436,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-02-02,0,0.4420243814568092,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-02-03,0,0.24944032154067705,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-02-04,0,0.27361882548016364,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-02-05,0,0.47662883033537123,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-02-06,0,0.4743673162683626,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-02-07,0,0.4473349296429491,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-02-08,0,0.6672948532168521,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-02-09,0,0.6790037000697215,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-02-10,0,0.5029863035112541,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-02-11,0,0.28648294311702144,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-02-12,0,0.40640944238758087,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-02-13,0,0.26196798462252213,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-02-14,0,0.3694179278000175,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-02-15,0,0.518415569142771,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-02-16,0,0.392500020865979,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-02-17,0,0.35433210459829106,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-02-18,0,0.3508798256143132,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-02-19,0,0.3877797335363418,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-02-20,0,0.550168974813452,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-02-21,0,0.43340477582999687,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-02-22,0,0.5201434460056625,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-02-23,0,0.47932739391341045,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-02-24,0,0.013388520420640274,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-02-25,0,0.01658836677075957,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-02-26,0,0.011549629841396944,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-02-27,0,0.015841688020542113,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-02-28,0,0.023568844773059403,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-02-29,0,0.03606833118854456,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-03-01,0,0.45564777187663985,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-03-02,0,0.33417318853228284,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-03-03,0,0.19973170775009066,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-03-04,0,0.47599987981659225,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-03-05,0,0.5622225316630793,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-03-06,0,0.30517432124683586,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-03-07,0,0.6401052008147827,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-03-08,0,0.38904143230404575,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-03-09,1,0.2996036039871288,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-03-10,1,0.5553899916564256,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-03-11,1,0.6507026352882134,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-03-12,1,0.7436885080442122,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-03-13,1,0.6782222932861761,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-03-14,1,0.6905086793935249,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-03-15,1,0.3193803710750027,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-03-16,1,0.24439519106134022,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-03-17,0,0.280708607097102,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-03-18,0,0.3153229074145203,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-03-19,0,0.15547240005347954,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-03-20,0,0.18284932782506633,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-03-21,0,0.23385565908451242,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-03-22,0,0.2803520698275548,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-03-23,0,0.2558733014021394,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-03-24,0,0.022805876286765087,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-03-25,0,0.02042968334078463,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-03-26,0,0.01987782035168762,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-03-27,0,0.007349428015273718,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-03-28,0,0.017071070964463166,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-03-29,0,0.008857711624878943,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-03-30,0,0.04142009018769232,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-03-31,0,0.01684629547659457,0.2419221254280302,2,portable_comparable_merchant,extra_trees
2024-04-08,0,0.5154732018078305,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-04-09,0,0.45991896328372117,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-04-10,1,0.4404591419859232,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-04-11,1,0.5269701558344843,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-04-12,0,0.5208520413244924,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-04-13,1,0.33009278610649995,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-04-14,1,0.4127397537054636,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-04-15,1,0.27501000393567815,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-04-16,1,0.18294778408711315,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-04-17,1,0.20387276421962405,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-04-18,1,0.36751086446565656,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-04-19,1,0.2197976232938725,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-04-20,1,0.1646857958190447,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-04-21,0,0.10913238351511312,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-04-22,0,0.10722980694252421,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-04-23,0,0.14343394644778978,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-04-24,0,0.013800280869261517,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-04-25,0,0.01707953846676313,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-04-26,0,0.03330487197533064,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-04-27,0,0.04227065191669241,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-04-28,0,0.05553628709082124,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-04-29,0,0.008315010964868282,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-04-30,0,0.02339976904209269,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-05-01,0,0.08541640931802319,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-05-02,0,0.18666723656880072,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-05-03,0,0.17842755615199715,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-05-04,0,0.2449054337618964,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-05-05,0,0.2748671920502377,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-05-06,0,0.2816565571368208,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-05-07,0,0.33825702119875894,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-05-08,0,0.4066674311323696,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-05-09,0,0.3888091835562837,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-05-10,0,0.21859248497223294,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-05-11,0,0.35447774323672937,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-05-12,0,0.6535208827899516,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-05-13,0,0.5163340413020421,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-05-14,0,0.5302474153038461,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-05-15,0,0.48756636073642745,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-05-16,0,0.4105845059713793,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-05-17,1,0.6443386909408988,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-05-18,0,0.5947332999813693,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-05-19,0,0.392101100393831,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-05-20,0,0.36988638336911345,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-05-21,0,0.3257794553856358,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-05-22,0,0.4290212435667117,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-05-23,0,0.6310464198421472,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-05-24,0,0.023482730274753557,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-05-25,0,0.0710647024553735,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-05-26,0,0.01606333930140717,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-05-27,0,0.06210092937827014,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-05-28,0,0.1527891051226159,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-05-29,0,0.06393192918235442,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-05-30,0,0.01736658037081434,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-05-31,0,0.0522453391147275,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-06-01,0,0.3368191624558863,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-06-02,0,0.36129956320015955,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-06-03,0,0.6022841378796044,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-06-04,0,0.4122781473382992,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-06-05,0,0.4770652292172339,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-06-06,0,0.5933021185210111,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-06-07,0,0.5001034917078404,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-06-08,0,0.5682248541495257,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-06-09,0,0.6803285316547456,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-06-10,0,0.655524349129833,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-06-11,0,0.5982721667375449,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-06-12,0,0.6066399542620322,0.6423699349896246,3,portable_comparable_merchant,extra_trees
2024-06-13,0,0.6060797196497203,0.6423699349896246,3,portable_comparable_merchant,extra_trees
