origin_week_start,forecast_h1_week_start,forecast_h2_week_start,predicted_value_h1,predicted_value_h2,predicted_count_h1,predicted_count_h2,actual_value_h1,actual_value_h2,actual_count_h1,actual_count_h2,predicted_value_h1_index_52median,predicted_value_h2_index_52median,predicted_count_h1_index_52median,predicted_count_h2_index_52median,predicted_value_h1_change_vs_last,predicted_value_h2_change_vs_last,predicted_count_h1_change_vs_last,predicted_count_h2_change_vs_last
2024-02-11,2024-02-18,2024-02-25,10892076.480448479,13240708.134330388,177314.53218289925,193282.6896712406,12137902.00000002,16209236.999999987,186345.99999999988,212770.00000000003,0.9156720073162855,1.1131161094410684,1.0122194628363754,1.1033754419676471,-0.08970432225707625,0.10658049514909806,-0.07262273962918808,0.010892728406070029
2024-02-18,2024-02-25,2024-03-03,13460740.256148871,12585412.28283424,198676.61731466185,191354.060342366,16209236.999999987,14768758.000000019,212770.00000000003,206226.9999999999,1.127237209892032,1.0539349810692964,1.124149813645638,1.082717403696868,0.10898409429808131,0.03686883308451816,0.06617055002340733,0.026875062208826517
2024-02-25,2024-03-03,2024-03-10,13425273.386526247,12492731.788531903,194967.10448936283,193983.61449922904,14768758.000000019,11688153.999999996,206226.9999999999,168615.0000000001,1.1242671224825562,1.0461736767263903,1.1031606896730293,1.0975959176124086,-0.17175167550907866,-0.22928316807682536,-0.08367201913163125,-0.08829433426127253
2024-03-03,2024-03-10,2024-03-17,13214943.187656682,11551516.058394337,196641.5401844574,179812.94969564732,11688153.999999996,11460979.999999985,168615.0000000001,160245.99999999994,1.1066535275376972,0.9673538367059198,1.105389124304471,1.0107898809998528,-0.10520957905487505,-0.21784106297940986,-0.04648013992126443,-0.12808240581666164
2024-03-10,2024-03-17,2024-03-24,11948638.260937449,12306706.597638102,176438.16301859042,177605.30841072684,11460979.999999985,14028542.999999987,160245.99999999994,174061.99999999994,1.004494744480372,1.0345967322153673,0.991819054763611,0.9983799768441615,0.022286176323262685,0.052921325098736816,0.046396601836078855,0.053318556538426876
2024-03-17,2024-03-24,2024-03-31,12867743.299293976,12457979.114128226,173966.81981116603,171038.83715205782,14028542.999999987,16537864.999999974,174061.99999999994,203174.0,1.0817618070939263,1.0473138673800844,0.9779267922165005,0.9614676036620665,0.12274371818936736,0.08699073849951988,0.08562347772278889,0.06735167899390815
2024-03-24,2024-03-31,2024-04-07,13992185.89608459,12268311.957813319,183876.92799761065,169284.4241676736,16537864.999999974,11351346.0,203174.0,179221.00000000006,1.1762911295388605,1.0313689824854007,1.0336348882764723,0.9516054502703786,-0.0025916521705361406,-0.12547497214690662,0.05638754005820146,-0.02744755220741113
2024-03-31,2024-04-07,2024-04-14,13003110.937838284,12296917.546901185,178633.3082744441,168955.98661911476,11351346.0,10138767.999999994,179221.00000000006,171036.99999999997,1.093141855474419,1.0337737890645289,1.0008393396277198,0.9466196405780632,-0.21373702483130175,-0.25643863056681226,-0.1207865756718669,-0.1684172845978582
2024-04-07,2024-04-14,2024-04-21,11473731.140558043,12443542.786370758,169734.53274975717,174788.6787961753,10138767.999999994,10851630.999999981,171036.99999999997,181035.00000000012,0.9739507186329774,1.0562734380523888,0.9477690234144412,0.9759905230998938,0.010781553179512127,0.09621738130180835,-0.05293167235001939,-0.024731037120787613
2024-04-14,2024-04-21,2024-04-28,12450630.217605922,12918617.81398085,173143.86033854607,192190.78056133384,10851630.999999981,14473511.999999993,181035.00000000012,214542.99999999985,1.065294609647335,1.1053363308362794,0.966806134054091,1.0731609263650868,0.22802200598789946,0.274180237084116,0.012318155361390026,0.12367955799817487
2024-04-21,2024-04-28,2024-05-05,14283096.913959445,11628447.520389691,200406.7737756472,185644.14504144766,14473511.999999993,12522301.000000002,214542.99999999985,204101.99999999988,1.222083210695277,0.9949474239883126,1.115304159296376,1.0331471497342486,0.3162166050393205,0.07158523178586629,0.10700568274448141,0.025459966533806444
2024-04-28,2024-05-05,2024-05-12,13503499.341519922,11146387.90633426,202370.79021894783,184132.6003565566,12522301.000000002,11654021.000000013,204101.99999999988,193645.00000000012,1.1462481320695832,0.946164101158133,1.123109142778364,1.0218915818842353,-0.0670198538184843,-0.22987676340515972,-0.05673552519099745,-0.14174500982760285
2024-05-05,2024-05-12,2024-05-19,10996922.7083444,11504644.750139926,178317.33436351627,180103.73558163815,11654021.000000013,11206541.999999985,193645.00000000012,184464.00000000006,0.9244861903721363,0.9671692234929695,0.9872075999486031,0.9970975462366751,-0.12181293930369508,-0.08126751224555895,-0.126332253659855,-0.11757976118980629
2024-05-12,2024-05-19,2024-05-26,11114028.862036327,13745066.907560479,174371.10865100817,191076.81956123965,11206541.999999985,15222753.999999974,184464.00000000006,219685.00000000017,0.9343310374049916,1.1555164002506462,0.9609579684881867,1.0530230252664683,-0.04633526385130704,0.17942698983985683,-0.09953208886876419,-0.013262312162773848
2024-05-19,2024-05-26,2024-06-02,15070997.633865206,14176545.766620267,195686.59349429465,199331.295182259,15222753.999999974,13641819.999999989,219685.00000000017,207806.99999999994,1.2669843698244145,1.1917898430325635,1.070726954097273,1.0906694563773847,0.344839258521068,0.26502410526104003,0.060838936021633705,0.08059727200027655
2024-05-26,2024-06-02,2024-06-09,14435834.026802063,13506529.671786964,206956.71676830636,196180.06668378683,13641819.999999989,14234899.00000002,207806.99999999994,213378.99999999988,1.213587615211302,1.1354631193273543,1.1323930322378541,1.0734270626518687,-0.051693666809431216,-0.1127407253781435,-0.057938790685270414,-0.10699380165333616
2024-06-02,2024-06-09,2024-06-16,11906597.07435547,11558963.794875352,189832.784535493,184496.3857068825,14234899.00000002,8343011.9999999935,213378.99999999988,155643.00000000003,0.9970892395218842,0.9679775294249763,1.0333369688146874,1.004288781993661,-0.1271987847401982,-0.1526816953401121,-0.08649475457759848,-0.11217434587438113
2024-06-09,2024-06-16,2024-06-23,11497213.493176589,14437693.562889034,178594.5693513102,192292.16948055587,8343011.9999999935,12349543.999999987,155643.00000000003,189693.00000000015,0.9607231781653903,1.2064337896611856,0.9700005939197156,1.0443963625531227,-0.1923220886093685,0.014246294468898801,-0.16301712281288128,-0.09882336368360589
2024-06-16,2024-06-23,2024-06-30,12151364.682657896,12910193.802657114,173876.70825741978,183995.16567702682,12349543.999999987,13321929.000000019,189693.00000000015,205033.0,1.017586712216875,1.0811330256985578,0.9443764773537611,0.9993328500039476,0.4564721568970409,0.5474260138493285,0.11715084043239843,0.18216152141135034
2024-06-23,2024-06-30,2024-07-07,13284007.715622017,12875083.23059443,202321.14519712242,195454.0154478422,13321929.000000019,11994929.999999985,205033.0,197523.99999999988,1.1124371697687099,1.0781927755684377,1.0926562337657726,1.0555695905416114,0.07566787207867898,0.04255535512845099,0.06657148759902798,0.030370205794848504
2024-06-30,2024-07-07,2024-07-14,13513182.248494292,10191796.410937347,199816.5923113082,181085.25267395578,11994929.999999985,10934576.000000013,197523.99999999988,183786.99999999994,1.1291803361402684,0.8516407079803676,1.0737170324845415,0.97306393767776,0.014356272916203894,-0.23496091212185966,-0.025441795655781307,-0.11679947777208655
2024-07-07,2024-07-14,2024-07-21,10205994.169869063,10849567.920073535,174054.3287476619,180712.22533953754,10934576.000000013,11243476.000000019,183786.99999999994,184096.99999999994,0.8517771443816133,0.9054888555607667,0.9340760430488702,0.9698061610431421,-0.14914099791586422,-0.09548718332882844,-0.11881933968701575,-0.08511256688029023
