origin_week_start,forecast_h1_week_start,forecast_h2_week_start,predicted_value_h1,predicted_value_h2,predicted_count_h1,predicted_count_h2,actual_value_h1,actual_value_h2,actual_count_h1,actual_count_h2,predicted_value_h1_index_52median,predicted_value_h2_index_52median,predicted_count_h1_index_52median,predicted_count_h2_index_52median,predicted_value_h1_change_vs_last,predicted_value_h2_change_vs_last,predicted_count_h1_change_vs_last,predicted_count_h2_change_vs_last
2024-07-14,2024-07-21,2024-07-28,10974549.803291352,13720487.98224723,183211.80889952832,210555.48448754725,11243476.000000019,14711144.000000013,184096.99999999994,216478.00000000017,0.9159196582650245,1.145091588190739,0.9832203699156552,1.1299623238758885,0.003655725040582425,0.2547800648371943,-0.003129661512901838,0.14564949908071445
2024-07-21,2024-07-28,2024-08-04,13742434.499999803,13567383.784437247,210146.42736088825,203010.58902214046,14711144.000000013,13093781.999999985,216478.00000000017,201983.99999999997,1.1469232120295607,1.1323137387982287,1.127767087107003,1.0894720576914618,0.2222585346382029,0.20668944234303055,0.14149838053248143,0.10273708437476148
2024-07-28,2024-08-04,2024-08-11,13755447.377334017,11313030.386869594,208340.61677276288,189747.2970697722,13093781.999999985,13568096.999999989,201983.99999999997,204273.99999999994,1.1480092474820058,0.9441687460177951,1.1170988800238222,1.0174035976642128,-0.0649641266964679,-0.23098907964808213,-0.037589885472136264,-0.12347999764515472
2024-08-04,2024-08-11,2024-08-18,13313631.94645034,10247931.597162094,185533.73372365205,177077.27665600713,13568096.999999989,11661096.999999987,204273.99999999994,185431.0000000001,1.1087497041149867,0.853440381395966,0.9910407707007176,0.9458700431919446,0.016790408336593732,-0.2173436523410811,-0.08144341272748312,-0.12331037777246157
2024-08-11,2024-08-18,2024-08-25,9989763.790091012,13842766.039036995,166319.69483183246,198732.40717271515,11661096.999999987,14045215.00000001,185431.0000000001,212837.99999999983,0.8303354210590852,1.150591666546449,0.8845098536016106,1.056884889982318,-0.26373139946663027,0.020243740816195066,-0.18580095933974727,-0.027128233780534305
2024-08-18,2024-08-25,2024-09-01,13409973.95944518,13457715.97306333,201498.06102777124,198270.2694909364,14045215.00000001,13350721.999999993,212837.99999999983,213455.00000000015,1.114618584380546,1.1185868348630204,1.0715929982969816,1.0544271814489588,0.14997533760718906,0.15406946473932326,0.08664711417061466,0.06924014588141358
2024-08-25,2024-09-01,2024-09-08,13363823.128867801,13068050.332910383,198591.31861289253,205171.0664027395,13350721.999999993,12202959.000000002,213455.00000000015,207410.00000000012,1.1107825908430706,1.0861983630044976,1.0561345625991434,1.091126520468099,-0.04851416451312418,-0.06957278098552544,-0.0669367377400063,-0.03602239072562463
2024-09-01,2024-09-08,2024-09-15,12642563.510781735,10799591.390802344,200456.66640553606,183934.21874650716,12202959.000000002,11972275.999999983,207410.00000000012,197262.99999999994,1.0446255091749541,0.8923450252693864,1.0613754078603026,0.9738925621290719,-0.05304271103976732,-0.1910855914157793,-0.060894959567421414,-0.138299788027888
2024-09-08,2024-09-15,2024-09-22,11380925.168230312,12716525.664592152,187754.62256620926,185234.3284366937,11972275.999999983,13392036.999999996,197262.99999999994,207723.99999999994,0.9373400926886714,1.047340982295567,0.9904864082033429,0.9771907724110493,-0.06736348387056679,0.04208542080590072,-0.09476581376881898,-0.10691708000244105
2024-09-15,2024-09-22,2024-09-29,13208711.050286608,13576756.764115093,191427.32962111908,191446.07403985938,13392036.999999996,13737373.000000006,207723.99999999994,218524.99999999988,1.0878776775314418,1.118190151993244,1.0053032395715682,1.0054016781013266,0.10327485352714949,0.13401635278998691,-0.0295831979584662,-0.02948817548217675
2024-09-22,2024-09-29,2024-10-06,13450444.20995202,12817394.507933768,211200.175201066,199425.7332565216,13737373.000000006,12276115.000000011,218524.99999999988,208495.00000000006,1.1077869712784225,1.0556486031233674,1.1089737810937246,1.0471483238417172,0.004361338753172461,-0.04290926705670184,0.016734586283077668,-0.03994852180527231
2024-09-29,2024-10-06,2024-10-13,13466572.947583321,12778274.402948676,213744.98909076344,194174.5706031506,12276115.000000011,11358110.999999998,208495.00000000006,198249.00000000003,1.1064993097477793,1.049944322261129,1.1165320567956656,1.0143027615065603,-0.019712651932555003,-0.06981673985639936,-0.021873977390397203,-0.11143086327353569
2024-10-06,2024-10-13,2024-10-20,13020047.68259726,12405722.184353663,205083.78988268544,193448.3180656449,11358110.999999998,11097564.000000004,198249.00000000003,192098.99999999997,1.063769624831173,1.0135777345461403,1.065472733133758,1.005022914231471,0.06060000925351883,0.010557671083536002,-0.016361112339934092,-0.07216807086191557
2024-10-13,2024-10-20,2024-10-27,11407796.66557243,13050941.095062261,200013.83067783466,210355.1772268239,11097564.000000004,15164681.000000007,192098.99999999997,227769.0000000001,0.9320447877703567,1.0662936919151649,1.0338368494854933,1.087289478733244,0.0043744655755195705,0.14904151712043157,0.00890209119760832,0.061065514715453295
2024-10-20,2024-10-27,2024-11-03,12872967.563659556,12903687.668685716,206038.83251722163,208758.28377329983,15164681.000000007,13435403.000000013,227769.0000000001,214578.99999999983,1.0577249147973489,1.0602490740722537,1.064979040496319,1.0790354130450843,0.1599813764227498,0.1627495609564149,0.07256587757990207,0.086722386755266
2024-10-27,2024-11-03,2024-11-10,13303228.287796224,12762599.802496897,205243.06954010334,204141.8160397194,13435403.000000013,13234850.000000011,214578.99999999983,212147.00000000006,1.093077873276235,1.0486563973638316,1.0500837513691372,1.0444494154108863,-0.12274921656471216,-0.15839971823364452,-0.09889814004494313,-0.10373309783280693
2024-11-03,2024-11-10,2024-11-17,11870852.69607251,11822612.343641117,203494.86591596063,183457.91382385182,13234850.000000011,11500388.999999994,212147.00000000006,193588.00000000012,0.9698775939051052,0.96593623955229,1.0309096597201055,0.9294020006932945,-0.11644982319678021,-0.12004036323725331,-0.05165526022602107,-0.14503323333666474
2024-11-10,2024-11-17,2024-11-24,10824445.548695883,13235213.036239658,192569.96798397214,203547.28546043605,11500388.999999994,14330645.999999998,193588.00000000012,219145.00000000015,0.8792064812895182,1.0750190418862962,0.973714054482752,1.0292199488818292,-0.18212555875617154,2.7430325213906315e-05,-0.09228050368861151,-0.04053658331045906
2024-11-17,2024-11-24,2024-12-01,13328180.96342463,12959683.03997122,207021.1790414553,206474.7892087851,14330645.999999998,14226040.000000024,219145.00000000015,221697.99999999985,1.0825702835425421,1.0526393497885262,1.0467854033450994,1.0440226285216558,0.15893305551878556,0.12689084168989573,0.06939055644696612,0.06656811997016909
2024-11-24,2024-12-01,2024-12-08,13513837.637803469,12550264.673231263,214681.1701721714,209729.75306966263,14226040.000000024,12849923.99999999,221697.99999999985,212699.99999999983,1.0976500906951772,1.019384687461724,1.08551751250665,1.0604810830322455,-0.05699731625472648,-0.12423594349959777,-0.020369298080397003,-0.04296354893033094
2024-12-01,2024-12-08,2024-12-15,12023819.324731238,12277114.310958741,205522.35886856605,205478.45588551078,12849923.99999999,11803820.999999993,212699.99999999983,196486.0,0.9737208697562959,0.9942333714525792,1.037457263776065,1.0372356457052971,-0.15480208654472793,-0.13699706236178577,-0.07296250363753376,-0.07316053421541568
2024-12-08,2024-12-15,2024-12-22,11880205.41093084,13391452.505924683,202255.4376432762,204281.88396664802,11803820.999999993,13832731.000000006,196486.0,211971.00000000003,0.955313561252158,1.0768362786053614,1.0203583777786107,1.030581596037978,-0.07546492796915838,0.04214254542864859,-0.049104665522913926,-0.039577414355204454
2024-12-15,2024-12-22,2024-12-29,12879507.172730152,14529193.376807844,198501.5513038454,219304.14364147736,13832731.000000006,15101052.999999981,211971.00000000003,224944.00000000017,1.035669623442101,1.1683245353778817,1.0014203980619785,1.106367387960233,0.09113033590819031,0.23088899575890243,0.010257989392859601,0.1161311423789857
2024-12-22,2024-12-29,2025-01-05,15223927.006643405,12786924.909744073,221229.52716413556,212622.4009234846,15101052.999999981,13404696.999999983,224944.00000000017,216521.00000000003,1.2241896012654796,1.0282248791550503,1.1055036799271203,1.0624931023852835,0.10057276517872027,-0.07560373220992489,0.043678272802107676,0.0030730662377616014
2024-12-29,2025-01-05,2025-01-12,13553885.114467755,11802628.984575143,214576.0212842611,204063.39116580115,13404696.999999983,11776267.000000004,216521.00000000003,198569.99999999997,1.0898978434826814,0.9490754694374417,1.059221445876725,1.0073274681275015,-0.10245430471187966,-0.21842344473758601,-0.046091377034901515,-0.09282580924229522
2025-01-05,2025-01-12,2025-01-19,12649065.424311135,11642511.86039452,206426.81910056045,201432.00641616114,11776267.000000004,11172910.999999989,198569.99999999997,191451.00000000012,0.997079714081925,0.9177367661207892,1.0136949837484186,0.9891670828438756,-0.056370656918904194,-0.1314602739327475,-0.0466198701254823,-0.06968836086956398
2025-01-12,2025-01-19,2025-01-26,12051654.188351257,13914551.713703392,203730.45640307126,220489.8756502366,11172910.999999989,15496108.999999974,191451.00000000012,232673.00000000006,0.9499879642681126,1.0968333848295442,1.000454023330966,1.0827540815085426,0.023384930755328215,0.18157576706637113,0.025988096908250213,0.11038865714980406
2025-01-19,2025-01-26,2025-02-02,14817406.035638457,13205098.20125871,220732.2866691826,215151.49122090303,15496108.999999974,13732155.000000024,232673.00000000006,219582.99999999985,1.168002099590277,1.040909750820727,1.0839444831965674,1.0565390114855921,0.32619028609808653,0.18188520442512335,0.15294402572555166,0.12379403200246042
2025-01-26,2025-02-02,2025-02-09,14571391.514980966,12513120.828050425,226042.80483318822,210550.7346052907,13732155.000000024,13320771.00000002,219582.99999999985,216651.0,1.1486096717951197,0.9863636971570625,1.110022711051907,1.0339461917976542,-0.05967417272420028,-0.19249917330534871,-0.02849576515887875,-0.09507878178692541
2025-02-02,2025-02-09,2025-02-16,13117991.995810227,11671185.386914456,215022.39739937574,178245.57282635535,13320771.00000002,13045970.999999981,216651.0,210088.00000000003,1.0112658535222552,0.8997315485239045,1.0530608919200724,0.8729483261815354,-0.04472444450195712,-0.15008348020289197,-0.020769379235297203,-0.18825422356760158
2025-02-09,2025-02-16,2025-02-23,11250928.315171383,14150589.019371424,186002.3379177491,209141.79697087454,13045970.999999981,17575070.00000001,210088.00000000003,231398.99999999997,0.8546534673864851,1.0749201872221408,0.9088646806321372,1.0219312006434023,-0.15538460084845063,0.062295044286207135,-0.1414655925070777,-0.03466036634553016
2025-02-16,2025-02-23,2025-03-02,15105895.917829925,13538220.028752832,215867.88034236684,219178.37772507092,17575070.00000001,13096977.000000015,231398.99999999997,185480.99999999985,1.1474880972038293,1.0284028451423401,1.0497878730845054,1.0658871649325046,0.1578974012612726,0.03773188126455529,0.027511711008562312,0.04326938104542344
2025-02-23,2025-03-02,2025-03-09,14501599.730242718,13346339.662747143,223299.45466043285,210977.54937038687,13096977.000000015,13623620.000000017,185480.99999999985,193125.9999999999,1.1015839888865262,1.0138270505468832,1.0859283891476577,1.0260056867693763,-0.1748767014730116,-0.24060958717392633,-0.03500250796056659,-0.08825211271273048
2025-03-02,2025-03-09,2025-03-16,13961372.003285298,12463360.001684476,209170.69245641853,196287.48544469292,13623620.000000017,14477277.999999998,193125.9999999999,193645.00000000012,1.066129622534826,0.9517372140062437,1.02207239288074,0.9591210775515343,0.06599958168097086,-0.04837887386650552,0.12772031882736523,0.0582619537564113
2025-03-09,2025-03-16,2025-03-23,12667037.858101223,14993531.754640583,190620.01526985122,216252.29517107274,14477277.999999998,20098052.999999985,193645.00000000012,245751.00000000012,0.9621085432546115,1.1388143902540893,0.9314280736457047,1.0566752836920588,-0.07021497530750109,0.1005541665607661,-0.012975905523589626,0.11974718666089879
2025-03-16,2025-03-23,2025-03-30,14464839.068372067,12367596.994864104,197219.87961628495,193525.14226788314,20098052.999999985,10540295.999999996,245751.00000000012,191591.0,1.0893994208135496,0.931448524202398,0.9636770424951684,0.945623418450616,-0.0008592037555632537,-0.14572359563281823,0.018460996236850713,-0.0006189559870735106
2025-03-23,2025-03-30,2025-04-06,12654601.995699678,12773341.755836632,188173.84658297914,200844.2525036927,10540295.999999996,12304762.999999998,191591.0,209078.00000000015,0.9530639103261549,0.9620066317286748,0.9124841327552129,0.9739248938820283,-0.3703568203497285,-0.3644487973120266,-0.23429061699452236,-0.18273271521298917
2025-03-30,2025-04-06,2025-04-13,12451085.782038314,14722695.812499264,194009.6575221282,191963.07749567952,12304762.999999998,11454005.999999989,209078.00000000015,201963.00000000015,0.9457061814995453,1.118243395150611,0.9407828840452048,0.9308587004540241,0.18128426203953985,0.39680098286606613,0.012624066486046859,0.0019420405743459934
2025-04-06,2025-04-13,2025-04-20,14133039.915238254,16122591.486063743,209916.0181229352,231681.1707685752,11454005.999999989,11367971.999999985,201963.00000000015,199750.99999999994,1.073456841049294,1.2245706677370882,1.0113169151307058,1.1161753591301853,0.14858286301314805,0.3102724112657629,0.00400816022219086,0.10810879561013209
2025-04-13,2025-04-20,2025-04-27,13998435.65273349,12474672.415906617,220015.19118281134,216762.14676321263,11367971.999999985,15479776.000000015,199750.99999999994,241007.99999999997,1.063233147683485,0.947497673891494,1.059971918382071,1.0442996563192253,0.22214320934819565,0.08910999487049476,0.08938365533692472,0.07327652472587864
2025-04-20,2025-04-27,2025-05-04,12916660.967094347,13177441.436902111,199821.57720338396,216721.15388990782,15479776.000000015,13101028.000000017,241007.99999999997,221096.99999999985,0.9810683449419858,1.0008755895974943,0.9626847100135569,1.0441021640718795,0.13623265144340135,0.15917258037775883,0.00035332590767489513,0.08495654034226519
2025-04-27,2025-05-04,2025-05-11,12920733.328808388,13863609.687951999,207116.83191989068,216806.38979250085,13101028.000000017,12386704.999999987,221096.99999999985,217622.00000000015,0.9813776559300946,1.052992615206837,0.9978312155587867,1.0445128069129528,-0.1653152262146178,-0.1044050193005378,-0.14062258547479467,-0.1004182857311755
2025-05-04,2025-05-11,2025-05-18,13242051.094316958,13253656.113544453,217162.01980379716,199599.2551698829,12386704.999999987,11710385.999999985,217622.00000000015,205980.0,1.0056282227854303,1.006509531487384,1.0452265645826528,0.9606948948207614,0.010764276995435695,0.01165008681337465,-0.01779752866932993,-0.09723218691396585
2025-05-11,2025-05-18,2025-05-25,13377238.606064364,12752045.74421557,211700.65802801715,209962.40041750402,11710385.999999985,15577179.999999974,205980.0,237955.00000000006,1.0158946366674666,0.9684162224791268,1.0170532835682613,1.0087023382904912,0.07996748175276358,0.02949458667301519,-0.02720929856348553,-0.035196807227651505
2025-05-18,2025-05-25,2025-06-01,14640404.701592315,13660254.224549193,226253.5753781498,211871.2333511618,15577179.999999974,14119766.99999999,237955.00000000006,228177.0000000002,1.1118220324070696,1.0373874168576565,1.086968476625862,1.0178727623271653,0.25020684216492217,0.16650759629521983,0.09842497027939512,0.02860099694709084
2025-05-25,2025-06-01,2025-06-08,12776416.465803595,14415752.521447517,208845.6476155137,216787.86534339626,14119766.99999999,11116197.000000007,228177.0000000002,203781.00000000006,0.9702669845147062,1.0947614901198675,1.003337229297547,1.0414932685569431,-0.17979913785398927,-0.07455954662862485,-0.1223313331700796,-0.08895435967558463
2025-06-01,2025-06-08,2025-06-15,12554671.541099487,13523200.483193932,218425.68320039986,202616.75381679964,11116197.000000007,10944966.999999996,203781.00000000006,202512.0,0.9534272251032972,1.0269792777133864,1.0461676554777242,0.9704494965756868,-0.11084428368403765,-0.04225045050715548,-0.04273575688873177,-0.11201938049496818
2025-06-08,2025-06-15,2025-06-22,11912226.317889972,13502322.502399134,206117.5228757748,211838.0719172097,10944966.999999996,13615757.000000013,202512.0,219952.00000000012,0.9093994995336455,1.030790130958379,0.9904282258896149,1.01791639457694,0.07160986062859198,0.21465304207897118,0.011465852438523605,0.039537895668436684
2025-06-15,2025-06-22,2025-06-29,12576131.122911176,14115959.163859937,207483.00028429562,223488.2438988698,13615757.000000013,14299228.999999993,219952.00000000012,230487.99999999994,0.9600831149479646,1.077636191294714,0.9969895669553558,1.0738973660446536,0.14903326094187186,0.2897214915184245,0.02454669493311812,0.10358025153506856
2025-06-22,2025-06-29,2025-07-06,14125120.382677453,12283468.718443258,222999.87172976357,208006.85250111014,14299228.999999993,13128221.999999996,230487.99999999994,223571.00000000012,1.0726902959284252,0.9328315325916423,1.0680761051589234,0.996265814605399,0.037409846744286934,-0.09784900549831654,0.013856985750361872,-0.054307974007464566
2025-06-29,2025-07-06,2025-07-13,12345218.785500659,11519247.1244228,215639.48848480202,206761.11472389914,13128221.999999996,,223571.00000000012,,0.9375209579495059,0.8747949944499894,1.028897804138704,0.9865357148428028,-0.13665143865444362,-0.19441480904859976,-0.06442205891498898,-0.10294195479201029
2025-07-06,2025-07-13,2025-07-20,12546319.445365392,12172554.529810809,214282.4878934096,206938.23087293297,,,,,0.9518101263286306,0.9234549395313876,1.015414849077544,0.9806128094552324,-0.0443245516898334,-0.07279488952801005,-0.04154614018182323,-0.07439591506531273
