origin_week_start,sector,forecast_h1_week_start,forecast_h2_week_start,predicted_value_h1,predicted_value_h2,predicted_count_h1,predicted_count_h2,actual_value_h1,actual_value_h2,actual_count_h1,actual_count_h2,predicted_value_h1_index_52median,predicted_value_h2_index_52median,predicted_count_h1_index_52median,predicted_count_h2_index_52median,predicted_value_h1_change_vs_last,predicted_value_h2_change_vs_last,predicted_count_h1_change_vs_last,predicted_count_h2_change_vs_last
2022-12-25,Miscellaneous Goods and Services,2023-01-01,2023-01-08,1324863.4784739884,1223067.2069846764,20191.308490218675,19690.385349407687,1233890.0,1179351.0,19505.0,19509.0,1.1885717399154891,1.0972474838794462,1.1820571079951219,1.1527316306769129,-0.08638295982154132,-0.1565809913699624,-0.027299908940231488,-0.05143147945815174
2022-12-25,Other,2023-01-01,2023-01-08,1821884.1359186731,1646763.3623421262,20724.16212222802,20889.38190219421,1729010.0,1629119.0,20646.0,20507.0,1.1758400084151308,1.0628174468722256,1.1642787709116864,1.1735607810221467,-0.15685403441444923,-0.2378978125671326,-0.09148384015483679,-0.08424085300099904
2022-12-25,Public Utilities,2023-01-01,2023-01-08,88098.37889689581,84772.18456085373,1124.0287435237374,1174.5329713686824,87232.0,86857.0,1170.0,1173.0,1.0216970096186926,0.9831223746583598,1.0485342756751281,1.095646428515562,-0.11054863402697868,-0.14413027460570904,-0.08837895902373283,-0.04741851470504266
2022-12-25,Recreation and Culture,2023-01-01,2023-01-08,309783.2851359623,272946.614326204,2393.0587053731824,2552.0762077061527,304813.0,252311.0,2216.0,2163.0,1.132116437901862,0.99749522835854,1.1094384354998528,1.1831600406611742,-0.18656823785638843,-0.2832943024506571,-0.08135942212161906,-0.020316235045622744
2022-12-25,Restaurants & Café,2023-01-01,2023-01-08,1668028.8828495357,1544078.4009325814,43738.28256231483,43149.33379827267,1713036.0,1644321.0,46381.0,45886.0,1.095463515128881,1.0140601101766216,1.0871380740027299,1.0724994419504796,-0.08509064584486647,-0.15307715166851155,-0.09320639875782988,-0.10541663975053539
2022-12-25,Telecommunication,2023-01-01,2023-01-08,90203.10557526661,91745.12294226096,487.58328055173433,427.2789669354626,95323.0,89202.0,480.0,455.0,0.9706669131838996,0.9872604132430238,1.1418812190907128,1.0006533183500295,-0.21394369193869833,-0.20050610050838347,-0.08003154612880314,-0.19381326993308945
2022-12-25,Transportation,2023-01-01,2023-01-08,624030.9749674884,615470.5896556509,2361.0440254273176,2065.561115297458,542391.0,582909.0,2182.0,2164.0,1.0538829605674616,1.0394259150393808,1.2335653215398734,1.0791855356831024,-0.13733644425038616,-0.14917036392413519,-0.014177859946840288,-0.13755277023070644
2023-01-01,Beverage and Food,2023-01-08,2023-01-15,1606501.1618877107,1475094.6528302405,38033.27916265952,34552.062179514825,1567098.0,1449441.0,34285.0,32571.0,1.0349983567521825,0.9503388966985029,1.1616584707826552,1.055330925902623,-0.07996210930620051,-0.15521818149889577,0.09140493464932042,-0.008492246914749035
2023-01-01,Clothing and Footwear,2023-01-08,2023-01-15,834197.9824041849,751752.3479123346,5137.932690703575,4372.844569858167,759215.0,590527.0,5388.0,4196.0,1.168383786575718,1.052909828779027,1.117184755534589,0.9508250858573967,-0.0339272972317296,-0.12940640246216584,-0.12664751135414332,-0.25669818632361596
2023-01-01,Construction & Building Materials,2023-01-08,2023-01-15,315447.7933136814,333539.41766152595,1212.9406791285367,1086.150840817292,329833.0,336114.0,1233.0,1128.0,0.8662863895382558,0.9159698182049826,1.1153477509227923,0.9987593938549811,-0.012720043961787386,0.0439026317056197,-0.012263290611940869,-0.11551234461132576
2023-01-01,Education,2023-01-08,2023-01-15,142902.93257974536,196008.2450838035,89.15146685974162,121.35591837779333,159412.0,123147.0,96.0,112.0,1.2010718870036046,1.647411907797591,0.8031663681057803,1.093296561962102,0.1199113852427498,0.5360906967273513,0.0872130104846538,0.4799502241194309
2023-01-01,Electronic & Electric Devices,2023-01-08,2023-01-15,241813.51919366943,229947.005320683,792.2810624964078,716.7754346140505,210012.0,194907.0,753.0,679.0,0.9814836263900811,0.9333192842660208,1.046606423377025,0.9468631897147298,0.03051096164424827,-0.02005929870923573,-0.02308130395017538,-0.11618318789882798
2023-01-01,Furniture,2023-01-08,2023-01-15,299857.2919981897,282460.2010460331,1052.884138809786,964.8088072897349,275780.0,252647.0,1017.0,880.0,0.9859623939320964,0.9287589244805472,1.0826572121437388,0.9920913185498559,-0.03241253041868175,-0.08854992531176586,-0.04370196293389095,-0.1236977227159538
2023-01-01,Gas Stations,2023-01-08,2023-01-15,730420.516107335,666363.0774770143,13509.568072678121,12483.068911304392,744710.0,673358.0,13049.0,12107.0,1.070057993210267,0.9762145527271711,1.130460488906583,1.0445645714659966,0.0030630963173552406,-0.08490493212346462,0.07295433823192132,-0.00857208233624085
2023-01-01,Health,2023-01-08,2023-01-15,701548.5472116416,679700.5019910808,7428.3330978627455,6971.203517068401,703248.0,652294.0,7346.0,6997.0,0.975204615062903,0.9448342086043944,1.0515760331062776,0.9868634650436582,-0.02369610561493629,-0.05410074648877672,0.016326870688568196,-0.046216511551730566
2023-01-01,Hotels,2023-01-08,2023-01-15,233627.18571174156,228522.66538066638,569.8347770353993,551.725263642423,293546.0,271801.0,604.0,563.0,0.9816206440368719,0.960173214793463,1.0202950349783335,0.987869764802906,-0.03506890973929422,-0.0561516889257867,0.061144836192549956,0.02742134756503356
2023-01-01,Jewelry,2023-01-08,2023-01-15,201858.57592666135,198337.83923316735,210.01464763566918,187.7809546943156,166885.0,151849.0,200.0,174.0,0.9189048081769783,0.9028776373663006,1.0048547733764075,0.8984734674369167,0.1344384581433955,0.11465203545730995,0.024461695783752013,-0.08399534295455802
2023-01-01,Miscellaneous Goods and Services,2023-01-08,2023-01-15,1245359.9489565725,1108351.874286992,19998.32096999893,17830.430098614666,1179351.0,1060407.0,19509.0,18047.0,1.1145876134461612,0.9919664362541635,1.1623551857017687,1.0363516476962897,0.009295762958264175,-0.10174174822148485,0.025292026147087032,-0.08585336587466463
2023-01-01,Other,2023-01-08,2023-01-15,1689425.484631858,1463937.4771643556,21728.51397749838,19101.147321656106,1629119.0,1474081.0,20507.0,19106.0,1.0777717145216659,0.9339212762377413,1.200238295219067,1.0551079803162984,-0.02289432413238901,-0.15330884311579718,0.05243214072936064,-0.07482576181070877
2023-01-01,Public Utilities,2023-01-08,2023-01-15,86732.76220097514,81989.84463006697,1178.5826111014198,1067.2322890795472,86857.0,79204.0,1173.0,1080.0,1.0033694718506172,0.9485009472309825,1.0958462213867224,0.9923126816174311,-0.005723103895644566,-0.06009440767072893,0.007335565043948611,-0.08783565035936136
2023-01-01,Recreation and Culture,2023-01-08,2023-01-15,274589.56382819416,259931.8116230554,2291.699470108665,2139.9296138769064,252311.0,244487.0,2163.0,1982.0,1.0034994584997154,0.9499320679710538,1.0433414387018736,0.9742452146036451,-0.09915402614654178,-0.14724171336834257,0.034160410698856,-0.03432779157179311
2023-01-01,Restaurants & Café,2023-01-08,2023-01-15,1575503.876733026,1543627.6358410525,43433.07272637979,42183.88316628795,1644321.0,1516549.0,45886.0,42789.0,1.024332886064963,1.003608162811673,1.0736277231551443,1.0427488454013263,-0.08028560010821373,-0.09889363922237915,-0.06355894167051623,-0.09049215915379238
2023-01-01,Telecommunication,2023-01-08,2023-01-15,90167.90959716962,86530.50248741792,436.3716184202169,435.9720442589413,89202.0,90532.0,455.0,411.0,0.9702881726605217,0.9311463858151698,1.0219475841222878,1.02101181325279,-0.0540802366987021,-0.0922389928200128,-0.09089246162454812,-0.09172490779387232
2023-01-01,Transportation,2023-01-08,2023-01-15,618446.3996592961,548459.6036140659,2089.0657857041183,1792.1113050886402,582909.0,551645.0,2164.0,1944.0,1.0444515557247511,0.9262556731876366,1.0866402006263294,0.9321775319056645,0.14022245881531248,0.011188614143792686,-0.042591298944033795,-0.17868409482647107
2023-01-08,Beverage and Food,2023-01-15,2023-01-22,1550073.4528202242,1749260.776366156,36965.11624316611,35797.711754932076,1449441.0,1651201.0,32571.0,31415.0,0.9903588045723174,1.117621754127384,1.1247049805475517,1.0891853940922238,-0.01086374124641587,0.11624210889565045,0.07817168566912946,0.04412167872049211
2023-01-08,Clothing and Footwear,2023-01-15,2023-01-22,796301.0971902113,780562.4077952702,4781.583803187689,5411.74989346297,590527.0,610148.0,4196.0,4349.0,1.1021628649139001,1.08037889518847,1.0231269505055502,1.1579650997032138,0.048847951094500575,0.02811773713015442,-0.11254940549597459,0.004407923805302527
2023-01-08,Construction & Building Materials,2023-01-15,2023-01-22,341332.5535863,332109.87608674477,1170.1467880309938,1239.7647259240264,336114.0,295869.0,1128.0,1039.0,0.9442927431848928,0.9187783076466993,1.0740218338971947,1.1379208131473395,0.03486477576925284,0.006903117901315925,-0.05097584101298158,0.00548639572102716
2023-01-08,Education,2023-01-15,2023-01-22,192777.57534736863,123198.45511977274,106.48645189708263,98.32595570929956,123147.0,167544.0,112.0,137.0,1.5712574402752355,1.0041442262594567,0.9593374044782219,0.8858194208045006,0.20930403826166555,-0.22716950342651276,0.10923387392794415,0.024228705305203713
2023-01-08,Electronic & Electric Devices,2023-01-15,2023-01-22,223408.48964120715,255103.21761396143,736.2373896865972,793.3981645041845,194907.0,198439.0,679.0,687.0,0.906780461698534,1.035424454192732,0.9725725094935234,1.0480821195563863,0.06378916272025958,0.21470781485801482,-0.022261102673841626,0.05364962085549063
2023-01-08,Furniture,2023-01-15,2023-01-22,280594.1660074499,298003.3140323151,990.3464563539533,1123.6913037726868,252647.0,243086.0,880.0,862.0,0.9241714594619205,0.9815106335689869,1.0090132005643946,1.1448714251377348,0.017456545099172827,0.08058348695451123,-0.02620800751823671,0.10490786998297619
2023-01-08,Gas Stations,2023-01-15,2023-01-22,695169.1985552419,774920.9764528445,12826.700103048013,13030.113358457129,673358.0,687439.0,12107.0,11876.0,1.0098677083765089,1.1257225899676186,1.0688916752540012,1.0858427798714274,-0.06652361515859606,0.040567437596976674,-0.017035780285997948,-0.0014473631345598426
2023-01-08,Health,2023-01-15,2023-01-22,688423.9428758996,810332.0127419278,7132.703559747355,7239.474792573139,652294.0,666163.0,6997.0,6810.0,0.9569604397026069,1.1264217162162284,1.000379180890232,1.015354108355279,-0.021079415972886317,0.15227062535823466,-0.029035725599325435,-0.014501117264751007
2023-01-08,Hotels,2023-01-15,2023-01-22,273016.0426887774,238952.97813806823,596.4265963534369,572.6002848464658,271801.0,259339.0,563.0,541.0,1.147119000043182,1.0039977821067019,1.067907961241606,1.0252467051861518,-0.06993778593890776,-0.18597774066732908,-0.012538747759210378,-0.05198628336677846
2023-01-08,Jewelry,2023-01-15,2023-01-22,191911.64715091098,203493.05189329022,199.73012780144563,195.83865663084728,151849.0,151758.0,174.0,180.0,0.8736241920987603,0.9263453036708663,0.9556465445045246,0.937027065219365,0.1499634308111033,0.2193609485171839,-0.0013493609927718309,-0.02080671684576363
