SAMAWeekStart,ProductCategoryCOICOP,BaseNetSalesSAR,SAMASector,BaseWeekTotal,BaseCategoryShare,SAMASectorShareMapped,BlendedTargetShare,SAMATargetCategoryWeeklySAR,SAMACalibrationFactor
2023-02-19,Food and non-alcoholic beverages,92131.93000000001,Beverage and Food,574481.3,0.16037411487545375,0.2608920715816396,0.19555539972261882,178328.602696655,1.9355787151821848
2023-02-19,Furniture and household equipment,72532.22,Furniture,574481.3,0.1262568859943744,0.0593513924942978,0.1028399632693476,93780.62164077832,1.2929512103831693
2023-02-19,Information and communication,131.52,Electronic & Electric Devices,574481.3,0.0002289369558243236,0.04833114383673025,0.0170647093641414,15561.451029469466,118.32003519973742
2023-02-19,Other retail goods,292271.19,Other,574481.3,0.5087566644902105,0.28338840421030403,0.42987777339224326,392009.13279880787,1.341251365893463
2023-02-19,Personal care and miscellaneous goods,10644.49,Miscellaneous Goods and Services,574481.3,0.018528871174744936,0.1771457421456953,0.07404477601457758,67522.04982524522,6.3433804555450966
2023-02-19,Recreation and culture,21243.86,Recreation and Culture,574481.3,0.0369792019339881,0.04068274832765313,0.03827544317177087,34903.69638526347,1.6430016195391737
2023-02-26,Clothing and footwear,135191.56,Clothing and Footwear,988467.24,0.13676888269964313,0.12398587651204492,0.13229483053398378,169069.25716356369,1.2505903265230736
2023-02-26,Education,28931.92,Education,988467.24,0.02926947786352535,0.02671100128775947,0.028374011062007293,36261.22769605891,1.253329460888144
2023-02-26,Food and non-alcoholic beverages,160649.22,Beverage and Food,988467.24,0.16252356527263362,0.27501573424828835,0.20189582441411277,258017.46689830732,1.6060922480564008
2023-02-26,Furniture and household equipment,119129.18,Furniture,988467.24,0.12051909783069796,0.05032493359040348,0.0959511403465949,122622.99257587735,1.029327932718729
2023-02-26,Information and communication,161.64,Electronic & Electric Devices,988467.24,0.00016352590501633618,0.03383479905297432,0.011948471506801629,15269.827201419119,94.46812176082109
2023-02-26,Other retail goods,475963.69,Other,988467.24,0.4815169089468256,0.2779414384297387,0.4102654942658452,524308.3352191208,1.101572128788061
2023-02-26,Personal care and miscellaneous goods,20700.21,Miscellaneous Goods and Services,988467.24,0.02094172589877637,0.1730514967293295,0.07418014568946996,94800.24334572881,4.579675440284365
2023-02-26,Recreation and culture,47739.82,Recreation and Culture,988467.24,0.04829681558288163,0.03913472014946131,0.04509008218118452,57623.91976350602,1.2070409935250284
2023-03-05,Clothing and footwear,116394.53,Clothing and Footwear,997562.87,0.11667889162715128,0.14494251385387644,0.1265711594065051,146607.85616703442,1.2595768561205962
2023-03-05,Education,13621.06,Education,997562.87,0.013654337395296198,0.012042114292921624,0.013090059309465097,15162.265570282647,1.1131487248630172
2023-03-05,Food and non-alcoholic beverages,178865.01,Beverage and Food,997562.87,0.17930199226440738,0.2604776911478805,0.20771348687362295,240595.3232182861,1.3451223535463201
2023-03-05,Furniture and household equipment,149696.38,Furniture,997562.87,0.1500621008478393,0.05167871015238654,0.11562791410443084,133932.25344071048,0.8946926668548062
2023-03-05,Information and communication,507.28999999999996,Electronic & Electric Devices,997562.87,0.0005085293521399809,0.0368150992049538,0.013215828800624817,15307.944851065135,30.1759247197168
2023-03-05,Other retail goods,465906.17,Other,997562.87,0.4670444179623486,0.284140720233146,0.4030281237571277,466829.0112543439,1.0019807448661688
2023-03-05,Personal care and miscellaneous goods,18310.75,Miscellaneous Goods and Services,997562.87,0.01835548470243284,0.16912702803509533,0.07112552486886471,82384.96643843988,4.4992677218814014
2023-03-05,Recreation and culture,54261.68,Recreation and Culture,997562.87,0.054394245848384475,0.040776123079739775,0.04962790287935882,57484.18898369237,1.0593883009831684
2023-03-12,Clothing and footwear,116104.35,Clothing and Footwear,1045005.69,0.11110403618950632,0.125846732647324,0.1162639799497425,122331.28588553474,1.053632235876905
2023-03-12,Education,14594.8,Education,1045005.69,0.0139662397436324,0.031011427074127202,0.01993205530930558,20972.22164064023,1.4369653329021452
2023-03-12,Food and non-alcoholic beverages,144800.05,Beverage and Food,1045005.69,0.13856388667127736,0.2770477023720172,0.1870332221665363,196793.66370252974,1.359071793846271
2023-03-12,Furniture and household equipment,171145.51,Furniture,1045005.69,0.16377471590609236,0.051569224175833935,0.12450279380050192,131000.0472075764,0.7654308150273786
2023-03-12,Information and communication,1059.56,Electronic & Electric Devices,1045005.69,0.0010139274935431213,0.03596094787424445,0.013245384626788585,13936.603014484454,13.153198511159777
2023-03-12,Other retail goods,518549.29,Other,1045005.69,0.496216714379804,0.27711001723165474,0.4195293703779518,441422.7636733958,0.8512648116313029
2023-03-12,Personal care and miscellaneous goods,27625.43,Miscellaneous Goods and Services,1045005.69,0.026435674240204377,0.161540517704637,0.07372236945275579,77569.61577938874,2.8079061856915435
2023-03-12,Recreation and culture,51126.7,Recreation and Culture,1045005.69,0.04892480537594011,0.03991343092016148,0.04577082431641759,48159.40239693013,0.9419618789581594
2023-03-19,Clothing and footwear,84983.9,Clothing and Footwear,869842.9500000001,0.09770028026323602,0.11397502277470911,0.10339644014225162,100099.1396950344,1.1778600381370403
2023-03-19,Education,12875.449999999999,Education,869842.9500000001,0.014802039839490563,0.020836984974457733,0.016914270636729078,16374.87651389361,1.2717906181060554
2023-03-19,Food and non-alcoholic beverages,163431.77000000002,Beverage and Food,869842.9500000001,0.18788652595275965,0.3168498252978009,0.2330236807235241,225592.58265472416,1.3803471788546628
2023-03-19,Furniture and household equipment,130623.19,Furniture,869842.9500000001,0.1501687057416514,0.04912129983048698,0.11480211367274386,111141.08762355075,0.8508526519950305
2023-03-19,Information and communication,1275.5,Electronic & Electric Devices,869842.9500000001,0.0014663566566815308,0.03657704770580841,0.01375509852387594,13316.450032188079,10.440180346678227
2023-03-19,Other retail goods,405125.53,Other,869842.9500000001,0.46574560384722324,0.27389816533862243,0.398599000369213,385887.7246195881,0.952513964300369
2023-03-19,Personal care and miscellaneous goods,17604.52,Miscellaneous Goods and Services,869842.9500000001,0.020238733900182784,0.1538117367589571,0.0669892849007538,64853.00439865791,3.6838837070626127
2023-03-19,Recreation and culture,53923.09,Recreation and Culture,869842.9500000001,0.061991753798774814,0.034929917319157275,0.05252011103090868,50845.25080020962,0.9429216834608258
2023-03-26,Clothing and footwear,110750.44,Clothing and Footwear,1083075.17,0.10225554335254497,0.1778848776074622,0.128725810341766,143401.74139338057,1.2948187058523701
2023-03-26,Education,9377.49,Education,1083075.17,0.008658207906289643,0.01908882247064846,0.012308923003815229,13712.25388861614,1.4622520406437267
2023-03-26,Food and non-alcoholic beverages,146463.64,Beverage and Food,1083075.17,0.13522943195161607,0.2643372578807444,0.18041717102681099,200986.3945219824,1.3722613648136999
2023-03-26,Furniture and household equipment,185533.02,Furniture,1083075.17,0.17130207130498615,0.043576962511390094,0.12659828322722755,141031.65654189326,0.760143162343249
2023-03-26,Information and communication,451.31,Electronic & Electric Devices,1083075.17,0.0004166931460537499,0.032070027376257665,0.01149536012662512,12805.9373308697,28.37503563153863
2023-03-26,Other retail goods,551631.85,Other,1083075.17,0.50932000407691,0.26127187761296644,0.4225031598145298,470672.421488352,0.853236486414539
2023-03-26,Personal care and miscellaneous goods,18920.44,Miscellaneous Goods and Services,1083075.17,0.017469184525761034,0.16481222669402792,0.06903924928465444,76910.36122146602,4.064935129493079
2023-03-26,Recreation and culture,59946.98,Recreation and Culture,1083075.17,0.055348863735838395,0.03695794784650281,0.04891204317457094,54488.46775731597,0.9089443330976134
2023-04-02,Clothing and footwear,152307.16,Clothing and Footwear,1242170.43,0.12261373827744396,0.2102657767108517,0.15329195172913668,169109.78463949208,1.1103206483496382
2023-04-02,Education,19091.4,Education,1242170.43,0.015369388562888268,0.015297696475366843,0.01534429633225577,16927.637876105837,0.8866629936047559
2023-04-02,Food and non-alcoholic beverages,175822.01,Beverage and Food,1242170.43,0.14154419212828953,0.23417393925938762,0.17396460362417387,191915.5984507363,1.0915334118335713
2023-04-02,Furniture and household equipment,168540.12,Furniture,1242170.43,0.1356819611299232,0.044791240997170266,0.10387020908345967,114588.32959215403,0.6798875519499691
2023-04-02,Information and communication,317.37,Electronic & Electric Devices,1242170.43,0.0002554963411904758,0.029190395204164978,0.01038271094323155,11454.078259023505,36.09061429569116
2023-04-02,Other retail goods,608609.47,Other,1242170.43,0.4899564949392653,0.26374772541875624,0.41078342560708714,453171.19297061843,0.7446009556351768
2023-04-02,Personal care and miscellaneous goods,19525.58,Miscellaneous Goods and Services,1242170.43,0.015718921919595206,0.1650201321910479,0.06797434551460364,74988.45700194794,3.8405239179552124
2023-04-02,Recreation and culture,97957.32,Recreation and Culture,1242170.43,0.0788598067014041,0.03751309374325445,0.06438845716605172,71032.54933996979,0.7251377369243032
2023-04-09,Clothing and footwear,109292.89,Clothing and Footwear,1057937.65,0.10330749642949186,0.2312438654074586,0.14808522557178022,169319.9016408186,1.5492307106237067
2023-04-09,Education,10735.86,Education,1057937.65,0.010147913726295687,0.008966885893071918,0.009734553984667368,11130.44003435827,1.03675346310014
2023-04-09,Food and non-alcoholic beverages,150539.85,Beverage and Food,1057937.65,0.14229557857213987,0.21992996059585257,0.16946761228043933,193768.41499099875,1.2871569553908733
2023-04-09,Furniture and household equipment,151806.01,Furniture,1057937.65,0.14349239768525113,0.04398087776049682,0.10866336571158713,124245.14547758101,0.8184468156272667
2023-04-09,Information and communication,409.53000000000003,Electronic & Electric Devices,1057937.65,0.0003871022077718853,0.027806842589846684,0.009984011341498063,11415.668320698545,27.87504778819267
2023-04-09,Other retail goods,530795.94,Other,1057937.65,0.501727053574471,0.2638166199526276,0.4184584018068258,478463.2306236499,0.9014071031207397
2023-04-09,Personal care and miscellaneous goods,23670.3,Miscellaneous Goods and Services,1057937.65,0.022374002853570815,0.16658831684345754,0.07284901275003117,83295.19454651518,3.5189750255178507
2023-04-09,Recreation and culture,80687.27,Recreation and Culture,1057937.65,0.07626845495100776,0.037666630957188224,0.06275781655317092,71756.97160163157,0.8893220901095249
2023-04-16,Clothing and footwear,134630.84,Clothing and Footwear,1041148.6000000001,0.12930991791181393,0.22304301588248157,0.1621165022015476,170645.0841074587,1.2675036723194977
2023-04-16,Education,9244.98,Education,1041148.6000000001,0.008879597014297478,0.0015427497388258316,0.006311700467882401,6643.7447303411955,0.7186326774467003
2023-04-16,Food and non-alcoholic beverages,178613.78,Beverage and Food,1041148.6000000001,0.17155455042632722,0.23139713823788605,0.1924994561603728,202626.41644147987,1.1344388794721207
2023-04-16,Furniture and household equipment,133497.57,Furniture,1041148.6000000001,0.12822143736254363,0.03835450334943447,0.09676801045795543,101858.75626023473,0.7630008266085647
2023-04-16,Information and communication,469.25,Electronic & Electric Devices,1041148.6000000001,0.0004507041550072679,0.0220599684603203,0.008013946661866828,8435.542240152636,17.97664835408127
2023-04-16,Other retail goods,501126.64,Other,1041148.6000000001,0.4813209564897844,0.26267481552158634,0.4047948071509151,426090.14489254757,0.8502644060043336
2023-04-16,Personal care and miscellaneous goods,23015.98,Miscellaneous Goods and Services,1041148.6000000001,0.022106335253200163,0.17710907803862064,0.07635729522809732,80374.27954260621,3.4921076375025617
2023-04-16,Recreation and culture,60549.56,Recreation and Culture,1041148.6000000001,0.05815650138702582,0.04381873077084479,0.05313828167136246,55933.766285323385,0.9237683359767336
2023-04-23,Clothing and footwear,143507.52,Clothing and Footwear,1111361.55,0.12912766327033717,0.10199892376106101,0.1196326044420905,108864.78823828003,0.7585998854853044
2023-04-23,Education,8876.42,Education,1111361.55,0.007986977775144372,0.010432996104824139,0.00884308419053229,8047.141431595144,0.9065751092890089
2023-04-23,Food and non-alcoholic beverages,168408.54,Beverage and Food,1111361.55,0.15153353109975778,0.3147254317772276,0.20865069633687222,189870.59571605813,1.1274404238410838
2023-04-23,Furniture and household equipment,162892.3,Furniture,1111361.55,0.14657003384722098,0.03490470263406516,0.10748716792261644,97812.53052876868,0.6004736290712863
2023-04-23,Information and communication,368.95,Electronic & Electric Devices,1111361.55,0.0003319801733288325,0.030840383581880824,0.011009921366322029,10018.947289950162,27.155298251660554
2023-04-23,Other retail goods,540484.25,Other,1111361.55,0.48632620950400884,0.2817981351004205,0.4147413834627529,377411.6019197727,0.698284181120491
2023-04-23,Personal care and miscellaneous goods,24856.86,Miscellaneous Goods and Services,1111361.55,0.02236613278550081,0.17811301066857596,0.07687754004457711,69957.99478129737,2.81443411522201
2023-04-23,Recreation and culture,61966.71,Recreation and Culture,1111361.55,0.055757471544701176,0.04718641637194483,0.05275760223423645,48009.02916035519,0.7747551735497203
2023-04-30,Clothing and footwear,142339.56,Clothing and Footwear,1079274.95,0.13188442852305615,0.09618713582449653,0.11939037607856029,121367.833656378,0.8526641058633173
2023-04-30,Education,14952.99,Education,1079274.95,0.013854662336043285,0.032544680649426505,0.020396168745727413,20733.989596699088,1.3866116139112705
2023-04-30,Food and non-alcoholic beverages,168256.3,Beverage and Food,1079274.95,0.15589753102302614,0.2850275970727147,0.20109305414041712,204423.74960195762,1.2149545045383598
2023-04-30,Furniture and household equipment,122930.12,Furniture,1079274.95,0.11390065154389065,0.03976068260799703,0.08795166241632787,89408.40195463363,0.7273107840017861
2023-04-30,Information and communication,377.54,Electronic & Electric Devices,1079274.95,0.0003498089156984511,0.03403547843582872,0.012139793247744045,12340.86411240985,32.68756717807345
2023-04-30,Other retail goods,537305.7,Other,1079274.95,0.49783949863748805,0.28053303007080077,0.4217822346391475,428768.1953461248,0.7979967369527717
2023-04-30,Personal care and miscellaneous goods,21954.65,Miscellaneous Goods and Services,1079274.95,0.0203420361048869,0.19066447117229013,0.07995488837847803,81279.17769810924,3.7021395329968474
2023-04-30,Recreation and culture,71158.09,Recreation and Culture,1079274.95,0.06593138291591036,0.04124692416644569,0.05729182235359773,58240.744301758445,0.8184697523747257
2023-05-07,Clothing and footwear,113973.31,Clothing and Footwear,913321.5800000001,0.12478990149340388,0.09872832846051321,0.11566835093189215,110456.90810079672,0.9691471459484393
2023-05-07,Education,12921.59,Education,913321.5800000001,0.014147908341331427,0.025893257174968837,0.01825878043310452,17436.130247241,1.3493796233467397
2023-05-07,Food and non-alcoholic beverages,116198.38,Beverage and Food,913321.5800000001,0.12722614087362305,0.28210888436387693,0.1814351010952119,173260.53433348407,1.491075300133135
2023-05-07,Furniture and household equipment,92914.63,Furniture,913321.5800000001,0.10173265587352047,0.042410639409429476,0.08096995011108862,77321.84531283614,0.8321815984504931
2023-05-07,Information and communication,192.35999999999999,Electronic & Electric Devices,913321.5800000001,0.00021061584902001327,0.03544299929689241,0.012541950055775351,11976.871923515873,62.26279852108481
2023-05-07,Other retail goods,503184.14,Other,913321.5800000001,0.5509386299620775,0.2856752373610848,0.4580964425517301,437456.8864220482,0.8693773345520155
2023-05-07,Personal care and miscellaneous goods,21550.23,Miscellaneous Goods and Services,913321.5800000001,0.023595445976432525,0.18962516095584106,0.08170584621922551,78024.58558822982,3.6205917796807654
2023-05-07,Recreation and culture,52386.94,Recreation and Culture,913321.5800000001,0.05735870163059106,0.04011549297739328,0.051323578601971835,49011.19242531664,0.9355612758698378
2023-05-14,Clothing and footwear,100473.56,Clothing and Footwear,1003249.31,0.10014814762244889,0.09837889946880056,0.09952891076867197,88078.21500557596,0.8766307773465573
2023-05-14,Education,15330.27,Education,1003249.31,0.01528061853339326,0.023293724510283362,0.018085205625304794,16004.521873930098,1.0439817350855594
2023-05-14,Food and non-alcoholic beverages,134726.43,Beverage and Food,1003249.31,0.13429007990047856,0.2812565414494133,0.18572834144260572,164360.49248275245,1.219957305205463
2023-05-14,Furniture and household equipment,135682.98,Furniture,1003249.31,0.1352435318395584,0.043606302973928514,0.10317050173658794,91300.84478979967,0.6728982867991229
2023-05-14,Information and communication,309.07,Electronic & Electric Devices,1003249.31,0.00030806898835544674,0.036300038319506935,0.012905258254258466,11420.521961331897,36.95124716514672
2023-05-14,Other retail goods,535201.64,Other,1003249.31,0.5334682363250267,0.2894483484904472,0.4480612755829239,396512.3004127896,0.7408652567148143
2023-05-14,Personal care and miscellaneous goods,20119.13,Miscellaneous Goods and Services,1003249.31,0.020053968439808844,0.1885118154212887,0.07901421488332679,69923.71315271148,3.475483937561489
2023-05-14,Recreation and culture,61406.23,Recreation and Culture,1003249.31,0.06120734835092984,0.03920432936633143,0.0535062917063204,47350.449519274254,0.771101719145993
2023-05-21,Clothing and footwear,90105.76,Clothing and Footwear,755067.1699999999,0.11933476064122879,0.10575562903311109,0.11458206457838759,107558.45597987191,1.1936912354978408
2023-05-21,Education,9975.48,Education,755067.1699999999,0.013211380915952154,0.021849846926718302,0.016234844019720307,15239.686614658363,1.5277146177084575
2023-05-21,Food and non-alcoholic beverages,90709.62,Beverage and Food,755067.1699999999,0.1201345040600825,0.2755732465527549,0.17453806393251783,163839.29487895398,1.8061953614065849
2023-05-21,Furniture and household equipment,87663.17,Furniture,755067.1699999999,0.1160998298999015,0.042922611799061275,0.09048780356460742,84941.11597859014,0.968948715619001
2023-05-21,Information and communication,140.70999999999998,Electronic & Electric Devices,755067.1699999999,0.00018635428156676444,0.04774293061191153,0.016831155997187434,15799.446083251201,112.2837473047488
2023-05-21,Other retail goods,414236.79,Other,755067.1699999999,0.5486091919477839,0.2833869128871435,0.4557813942765597,427843.0766029915,1.032846639727465
2023-05-21,Personal care and miscellaneous goods,14266.19,Miscellaneous Goods and Services,755067.1699999999,0.018893934959455332,0.1846203360850596,0.07689817535341681,72184.49972180929,5.05983025053005
2023-05-21,Recreation and culture,47969.45,Recreation and Culture,755067.1699999999,0.06353004329402906,0.03814848610423979,0.05464649827760282,51296.79763646305,1.069363889651915
2023-05-28,Clothing and footwear,155777.78,Clothing and Footwear,1239925.48,0.12563479218122045,0.11284272810876288,0.1211575697558603,146774.11594997896,0.9422018721153875
2023-05-28,Education,12737.57,Education,1239925.48,0.010272851236188808,0.024224785962358938,0.015156028390348353,18360.492644320017,1.4414439052597958
2023-05-28,Food and non-alcoholic beverages,211819.2,Beverage and Food,1239925.48,0.17083220194813645,0.27532520756766254,0.2074047539149706,251256.68549670055,1.1861846588822003
2023-05-28,Furniture and household equipment,152098.94,Furniture,1239925.48,0.12266780742339452,0.04088766869063084,0.09404475886692723,113928.79842536239,0.7490440000789117
2023-05-28,Information and communication,388.97999999999996,Electronic & Electric Devices,1239925.48,0.0003137124014904508,0.04707586015799601,0.016680464116267394,20207.242347579966,51.949309341302815
2023-05-28,Other retail goods,614350.97,Other,1239925.48,0.49547410704069084,0.2807213055835729,0.42031062653069956,509177.60035741614,0.828805723798916
2023-05-28,Personal care and miscellaneous goods,15074.98,Miscellaneous Goods and Services,1239925.48,0.01215797259041729,0.1804702555870149,0.07106727163922645,86093.14291169119,5.710995497950325
2023-05-28,Recreation and culture,77677.06,Recreation and Culture,1239925.48,0.06264655517846121,0.03845218834200096,0.05417852678570012,65633.58268465729,0.8449545166186425
2023-06-04,Clothing and footwear,80952.54,Clothing and Footwear,847430.16,0.0955270933477279,0.11629167162032535,0.10279469574313702,105343.89102817785,1.301304332491332
2023-06-04,Education,13793.1,Education,847430.16,0.016276385537186924,0.02993722338782284,0.0210576787849095,21579.886035821855,1.5645421287326167
2023-06-04,Food and non-alcoholic beverages,138375.13999999998,Beverage and Food,847430.16,0.16328795755865,0.25298141160247295,0.19468066647398805,199508.53267346782,1.441794622021469
2023-06-04,Furniture and household equipment,89392.18000000001,Furniture,847430.16,0.10548619133404458,0.04245271914776244,0.08342447606884586,85493.31123114948,0.9563846773973905
2023-06-04,Information and communication,1493.49,Electronic & Electric Devices,847430.16,0.001762375320698994,0.048569889227061944,0.018145005187926028,18594.9813402723,12.450690222413476
2023-06-04,Other retail goods,456598.99,Other,847430.16,0.5388042714930041,0.2870302580576101,0.45068336679061627,461859.81811783055,1.011521769064427
2023-06-04,Personal care and miscellaneous goods,20954.63,Miscellaneous Goods and Services,847430.16,0.024727264840326193,0.18233718033355803,0.07989073526295734,81871.93754366328,3.907104899664813
2023-06-04,Recreation and culture,45870.09,Recreation and Culture,847430.16,0.05412846056836117,0.040399646623386375,0.04932337568762,50546.54110326912,1.1019499003221733
2023-06-11,Clothing and footwear,176300.47,Clothing and Footwear,966690.4099999999,0.1823753170366095,0.1228772135426757,0.16155098081373268,165060.81555103432,0.9362471668455241
2023-06-11,Education,10566.63,Education,966690.4099999999,0.010930728070427428,0.030449232849161078,0.017762204742984206,18148.10399846363,1.7174921425718164
2023-06-11,Food and non-alcoholic beverages,146237.49,Beverage and Food,966690.4099999999,0.15127644640645602,0.2555131794719866,0.18775930297939172,191838.5361758057,1.3118286984808458
2023-06-11,Furniture and household equipment,110044.65,Furniture,966690.4099999999,0.1138364970435571,0.04333423145726768,0.0891607040883558,91097.79747420408,0.8278257732130011
2023-06-11,Information and communication,717.73,Electronic & Electric Devices,966690.4099999999,0.0007424610739647248,0.0386310028010737,0.014003450678452864,14307.687752011665,19.934638028244137
2023-06-11,Other retail goods,466824.04,Other,966690.4099999999,0.48290955943175234,0.28476529458365696,0.413559066734919,422543.995028396,0.9051461767658667
2023-06-11,Personal care and miscellaneous goods,12546.76,Miscellaneous Goods and Services,966690.4099999999,0.012979088103294623,0.18361398712781754,0.07270130276187764,74280.80142289122,5.920317390536778
2023-06-11,Recreation and culture,43452.64,Recreation and Culture,966690.4099999999,0.04494990283393833,0.04081585816636077,0.04350298720028618,44448.12721047283,1.0229097060724694
2023-06-18,Clothing and footwear,116448.67,Clothing and Footwear,943776.37,0.12338587159159325,0.14189371343669593,0.1298636162373792,140017.58277657558,1.202397440662702
2023-06-18,Education,11645.33,Education,943776.37,0.0123390777414781,0.03837818358155416,0.021452764785504723,23130.144964161467,1.986216360048317
2023-06-18,Food and non-alcoholic beverages,154445.0,Beverage and Food,943776.37,0.1636457585815589,0.22989391936476725,0.1868326148556818,201440.95685816728,1.3042892735806746
2023-06-18,Furniture and household equipment,126493.51,Furniture,943776.37,0.1340291132739422,0.041154337553751655,0.10152294177187551,109460.96616685376,0.8653484765096151
2023-06-18,Information and communication,180.04,Electronic & Electric Devices,943776.37,0.00019076553060975662,0.03743213230767868,0.013225243902583879,14259.318633831776,79.2008366686946
2023-06-18,Other retail goods,466137.27,Other,943776.37,0.4939064854950755,0.27653192217247474,0.41782538833216526,450494.9314672993,0.9664426349502139
2023-06-18,Personal care and miscellaneous goods,19473.26,Miscellaneous Goods and Services,943776.37,0.02063334134970978,0.1873027906575084,0.0789676486074393,85142.08672083108,4.372256454277871
2023-06-18,Recreation and culture,48953.29,Recreation and Culture,943776.37,0.05186958643603251,0.04741300092556918,0.05030978150737034,54243.47635448089,1.108066002396997
2023-06-25,Clothing and footwear,100136.89,Clothing and Footwear,969909.98,0.1032434886379868,0.16013517926880305,0.12315558035877248,130921.42538761227,1.3074245204500785
2023-06-25,Education,10243.96,Education,969909.98,0.010561763680377843,0.004570748003681253,0.008464908193534036,8998.681531476484,0.8784377849461034
2023-06-25,Food and non-alcoholic beverages,129868.47,Beverage and Food,969909.98,0.13389744685377916,0.27563346361899227,0.18350505272160375,195076.36599294379,1.5021072165780023
2023-06-25,Furniture and household equipment,290900.94,Furniture,969909.98,0.29992571063141343,0.03336172863428603,0.20662831693241884,219657.71830580823,0.7550945634820163
2023-06-25,Information and communication,534.9200000000001,Electronic & Electric Devices,969909.98,0.0005515151004013796,0.02610681333132789,0.009495869481225657,10094.652342631214,18.871330932908123
2023-06-25,Other retail goods,393706.84,Other,969909.98,0.40592101134993996,0.27908671766729987,0.36152900856101594,384326.01252734865,0.9761730645252407
2023-06-25,Personal care and miscellaneous goods,9770.23,Miscellaneous Goods and Services,969909.98,0.010073336909060364,0.1729817915984909,0.06709129605036104,71321.884760944,7.299918708253951
2023-06-25,Recreation and culture,34747.73,Recreation and Culture,969909.98,0.035825726837041105,0.04812355787711876,0.04012996770106828,42660.450763800596,1.2277190701033014
2023-07-02,Clothing and footwear,123543.78,Clothing and Footwear,874210.85,0.14132034622997416,0.10737951959417126,0.12944105690744315,127007.21858530567,1.0280340992100587
2023-07-02,Education,12368.18,Education,874210.85,0.014147822576212592,0.011908303270074173,0.013363990819064146,13112.712022604772,1.0601973792914374
2023-07-02,Food and non-alcoholic beverages,144136.84,Beverage and Food,874210.85,0.16487651691808675,0.2632684131146547,0.19931368058688553,195566.04992372202,1.3568082242105628
2023-07-02,Furniture and household equipment,148609.4,Furniture,874210.85,0.16999262820862954,0.041261981092988946,0.12493690171815533,122587.75356906228,0.8248990546295341
2023-07-02,Information and communication,78.22,Electronic & Electric Devices,874210.85,8.947498192226738e-05,0.03594706845328321,0.012639632696898597,12401.973771898854,158.55246448349342
2023-07-02,Other retail goods,393708.16,Other,874210.85,0.450358354623487,0.2967676312172841,0.39660160143131595,389144.4298101445,0.9884083423877842
2023-07-02,Personal care and miscellaneous goods,13049.78,Miscellaneous Goods and Services,874210.85,0.01492749718217293,0.20016099001596638,0.07975921967400064,78259.53286655151,5.997000169087257
2023-07-02,Recreation and culture,38716.49,Recreation and Culture,874210.85,0.04428735927951478,0.043306093241577234,0.043943916166236635,43117.65292530328,1.1136767027512897
2023-07-09,Clothing and footwear,85931.17,Clothing and Footwear,912481.77,0.09417302660194515,0.1006907017038577,0.09645421288761455,92353.1848137771,1.0747344044515756
2023-07-09,Education,9044.92,Education,912481.77,0.009912439127414019,0.014966898409509745,0.011681499876147524,11184.827335857051,1.236586651496868
2023-07-09,Food and non-alcoholic beverages,157323.27,Beverage and Food,912481.77,0.17241250748494405,0.2712905126268905,0.20701980928462532,198217.76711041832,1.2599392773263507
2023-07-09,Furniture and household equipment,260727.37,Furniture,912481.77,0.28573433308152557,0.04252411190574756,0.20061075567000328,192081.21283007544,0.73671288453558
2023-07-09,Information and communication,231.82,Electronic & Electric Devices,912481.77,0.0002540543905879895,0.03568745747900439,0.012655745471533728,12117.650079738089,52.27180605529328
2023-07-09,Other retail goods,334813.71,Other,912481.77,0.36692646473364615,0.29543276122570683,0.3419036685058674,327366.6513957457,0.9777576055524897
2023-07-09,Personal care and miscellaneous goods,17858.5,Miscellaneous Goods and Services,912481.77,0.019571349902146536,0.1993599134523473,0.08249734714471679,78989.73533047907,4.423089023741023
2023-07-09,Recreation and culture,46551.01,Recreation and Culture,912481.77,0.05101582467779055,0.04004764319693593,0.04717696115949143,45171.09706749119,0.9703569711482347
2023-07-16,Clothing and footwear,122490.39,Clothing and Footwear,834803.64,0.1467295830190678,0.09983658081154485,0.13031703224643476,115654.56956532857,0.9441930062050465
2023-07-16,Education,15386.52,Education,834803.64,0.018431304396324864,0.014532120277234382,0.017066589954643194,15146.363304373204,0.984391747085969
2023-07-16,Food and non-alcoholic beverages,120275.07,Beverage and Food,834803.64,0.14407588112576988,0.27008147829869683,0.18817784013629432,167005.23889724893,1.3885274720459437
2023-07-16,Furniture and household equipment,164129.03,Furniture,834803.64,0.1966079472293628,0.043298701275594854,0.14294971114554403,126865.89793390766,0.7729644044926584
2023-07-16,Information and communication,554.21,Electronic & Electric Devices,834803.64,0.0006638806701896988,0.03710193816758785,0.013417200794279051,11907.580735106723,21.485683648989955
2023-07-16,Other retail goods,361584.62,Other,834803.64,0.4331373303547167,0.29617001289027783,0.38519876924216306,341858.59734398226,0.9454456258233059
2023-07-16,Personal care and miscellaneous goods,12860.98,Miscellaneous Goods and Services,834803.64,0.015405994156901375,0.19956516440219446,0.07986170374275395,70876.16109654529,5.510945596412193
2023-07-16,Recreation and culture,37522.82,Recreation and Culture,834803.64,0.044948079047666824,0.039414003876868935,0.04301115273788757,38171.805102207436,1.0172957443552333
2023-07-23,Clothing and footwear,175345.45,Clothing and Footwear,1032675.89,0.16979717614981793,0.10431315774527755,0.1468777697082288,153488.10507960874,0.8753469512873515
2023-07-23,Education,15065.74,Education,1032675.89,0.014589030445941755,0.015676020633497007,0.014969477011586092,15643.18865343166,1.0383285954378385
