SAMAWeekStart,ProductCategoryCOICOP,BaseNetSalesSAR,SAMASector,BaseWeekTotal,BaseCategoryShare,SAMASectorShareMapped,BlendedTargetShare,SAMATargetCategoryWeeklySAR,SAMACalibrationFactor
2023-07-23,Food and non-alcoholic beverages,142463.14,Beverage and Food,1032675.89,0.13795532691288068,0.2839971845096639,0.1890699770717548,197579.2018481533,1.3868794542093714
2023-07-23,Furniture and household equipment,180938.31,Furniture,1032675.89,0.17521306709310314,0.04006890680455425,0.12791261099211104,133669.4063095126,0.7387567967751694
2023-07-23,Information and communication,313.47,Electronic & Electric Devices,1032675.89,0.00030355119455727783,0.03436857548365507,0.012226309695741506,12776.563199752041,40.758487892787315
2023-07-23,Other retail goods,428664.52,Other,1032675.89,0.4151007340744636,0.29043818075874284,0.37146884041396133,388187.0518902915,0.9055730851956012
2023-07-23,Personal care and miscellaneous goods,15956.210000000001,Miscellaneous Goods and Services,1032675.89,0.015451324229134467,0.19238556157454298,0.07737830730002744,80860.77141109722,5.067667786466662
2023-07-23,Recreation and culture,73929.05,Recreation and Culture,1032675.89,0.07158978990010119,0.03875241249006643,0.06009670780658903,62801.401608152955,0.849482058922074
2023-07-30,Clothing and footwear,109085.55,Clothing and Footwear,1054633.99,0.10343451001422778,0.1144332112365645,0.10728405544204563,119143.96190864478,1.0922066388137088
2023-07-30,Education,24120.670000000002,Education,1054633.99,0.022871128968638684,0.025322297707853443,0.023729038027363848,26352.206683576085,1.092515534749909
2023-07-30,Food and non-alcoholic beverages,165038.75,Beverage and Food,1054633.99,0.15648912472468293,0.26035873792906944,0.1928434893462182,214161.7154042762,1.2976450403573476
2023-07-30,Furniture and household equipment,196905.5,Furniture,1054633.99,0.18670505774235477,0.04058263159159489,0.1355622085895888,150548.17372349103,0.7645706885967686
2023-07-30,Information and communication,300.32,Electronic & Electric Devices,1054633.99,0.0002847622993831253,0.03383327783480204,0.012026742736779745,13356.260374497215,44.47342959009462
2023-07-30,Other retail goods,497339.97,Other,1054633.99,0.471575897150821,0.2879983796717462,0.40732376603314485,452352.0952370647,0.9095430138805548
2023-07-30,Personal care and miscellaneous goods,20335.760000000002,Miscellaneous Goods and Services,1054633.99,0.01928229148009918,0.19614801286650485,0.08118529396534116,90160.06648792193,4.433572509113105
2023-07-30,Recreation and culture,41507.47,Recreation and Culture,1054633.99,0.03935722761979253,0.041323451161864616,0.04004540585951776,44472.29637884046,1.0714287423165145
2023-08-06,Clothing and footwear,174336.15,Clothing and Footwear,1033715.53,0.16865002502187423,0.11955046787145121,0.15146518001922618,158969.7951546799,0.9118578972558468
2023-08-06,Education,14057.3,Education,1033715.53,0.01359880894891847,0.04300359708832188,0.023890484797709666,25074.181894187288,1.7837125119466248
2023-08-06,Food and non-alcoholic beverages,177592.75,Beverage and Food,1033715.53,0.17180040818386466,0.25284590856091327,0.20016633331583167,210083.93480298258,1.1829533289111327
2023-08-06,Furniture and household equipment,190690.07,Furniture,1033715.53,0.18447054771441812,0.03953614404514098,0.13374350643017113,140370.06933061537,0.7361163029129696
2023-08-06,Information and communication,110.66,Electronic & Electric Devices,1033715.53,0.00010705072796961848,0.03242320744711077,0.01141770557966902,11983.416366098361,108.29040634464451
2023-08-06,Other retail goods,417465.9,Other,1033715.53,0.40384988701872365,0.28285923686966846,0.3615031594665543,379414.48457574885,0.9088514405026825
2023-08-06,Personal care and miscellaneous goods,22200.68,Miscellaneous Goods and Services,1033715.53,0.021476585536061358,0.18920864783573757,0.08018280734094803,84155.60894127403,3.790677084723262
2023-08-06,Recreation and culture,37262.02,Recreation and Culture,1033715.53,0.03604668684816992,0.0405727902816559,0.03763082304989001,39495.30995165804,1.0599347526424505
2023-08-13,Clothing and footwear,128732.65,Clothing and Footwear,764820.93,0.16831737332292931,0.11621860932610949,0.15008280592404238,158197.69466378097,1.2288855598310218
2023-08-13,Education,13124.44,Education,764820.93,0.017160147539372384,0.11958119085327555,0.053007512699238486,55873.597626663824,4.257217650937017
2023-08-13,Food and non-alcoholic beverages,128013.94,Beverage and Food,764820.93,0.16737766316097025,0.22933021845578608,0.18906105751415578,199283.47731300443,1.5567326285950143
2023-08-13,Furniture and household equipment,134886.44,Furniture,764820.93,0.17636342666511493,0.036035874821700946,0.12724878351992003,134129.05014455816,0.9943849815041316
2023-08-13,Information and communication,96.64,Electronic & Electric Devices,764820.93,0.0001263563746876017,0.030002188355381265,0.010582897567930382,11155.108593564251,115.42951773141816
2023-08-13,Other retail goods,313807.65,Other,764820.93,0.4103021213083172,0.2582820781890362,0.35709510621656887,376403.02785763395,1.1994705287064669
2023-08-13,Personal care and miscellaneous goods,10676.92,Miscellaneous Goods and Services,764820.93,0.013960025910901784,0.16881549869231424,0.06815944138439614,71844.78215339161,6.728980094764371
2023-08-13,Recreation and culture,35482.25,Recreation and Culture,764820.93,0.04639288571770649,0.04173434130639626,0.04476239517374791,47182.67146271211,1.3297542140848484
2023-08-20,Clothing and footwear,131578.72,Clothing and Footwear,1102223.3800000001,0.11937572944605837,0.08701968902162423,0.10805111529750643,107707.04291573072,0.8185749406570509
2023-08-20,Education,19404.77,Education,1102223.3800000001,0.017605115580110447,0.12763791511836312,0.05611659541849889,55937.90063511212,2.8826881552892467
2023-08-20,Food and non-alcoholic beverages,166797.95,Beverage and Food,1102223.3800000001,0.1513286263261808,0.24889747889162592,0.1854777247240866,184887.09905274172,1.1084494686699788
2023-08-20,Furniture and household equipment,189652.7,Furniture,1102223.3800000001,0.17206376079592867,0.03489158434152932,0.1240534990368889,123658.46949218029,0.6520258846416649
2023-08-20,Information and communication,384.03,Electronic & Electric Devices,1102223.3800000001,0.0003484139485409935,0.03183761603072766,0.011369634677306329,11333.429800821998,29.511834494237426
2023-08-20,Other retail goods,516729.93,Other,1102223.3800000001,0.4688069037330708,0.2552859364997507,0.3940745652014088,392819.69454252906,0.7602030997943724
2023-08-20,Personal care and miscellaneous goods,14918.78,Miscellaneous Goods and Services,1102223.3800000001,0.013535169250356492,0.1696262617308448,0.06816705161852742,67949.9839858201,4.5546609029572185
2023-08-20,Recreation and culture,62756.5,Recreation and Culture,1102223.3800000001,0.0569362809197533,0.04480351836553429,0.05268981402577665,52522.03130778016,0.8369177903130379
2023-08-27,Clothing and footwear,164695.86000000002,Clothing and Footwear,1776292.24,0.09271889855241389,0.09124828898289639,0.09220418520308277,111869.7240158623,0.6792503710528139
2023-08-27,Education,22100.04,Education,1776292.24,0.01244166894519564,0.07390021360164782,0.0339521595749539,41193.560932477274,1.8639586594629365
2023-08-27,Food and non-alcoholic beverages,270836.61,Beverage and Food,1776292.24,0.15247300185244292,0.2755424326285154,0.19554730262406828,237254.119522,0.8760046122346606
2023-08-27,Furniture and household equipment,308988.3,Furniture,1776292.24,0.17395127504469646,0.03644463452436405,0.12582395086258014,152659.99722875532,0.49406400575282405
2023-08-27,Information and communication,435.28999999999996,Electronic & Electric Devices,1776292.24,0.00024505539696553536,0.030747915507622587,0.010921056435695502,13250.326617300501,30.440227474328616
2023-08-27,Other retail goods,868769.6,Other,1776292.24,0.4890915922708754,0.2692143200069572,0.41213454697850405,500035.63207395695,0.575567598214713
2023-08-27,Personal care and miscellaneous goods,32529.66,Miscellaneous Goods and Services,1776292.24,0.018313236565172406,0.17911981348871175,0.07459553848841118,90505.46116895987,2.7822443016299547
2023-08-27,Recreation and culture,107936.88,Recreation and Culture,1776292.24,0.060765271372237716,0.04378238125928476,0.05482125983270419,66513.67499402238,0.616227511801549
2023-09-03,Clothing and footwear,164585.5,Clothing and Footwear,1522739.75,0.10808511434734662,0.09211471316734475,0.10249547393434598,101801.90229132681,0.6185350610553592
2023-09-03,Education,43258.630000000005,Education,1522739.75,0.028408419757873928,0.0420590461076291,0.03318613898028824,32961.57330870781,0.7619652612370713
2023-09-03,Food and non-alcoholic beverages,234988.72999999998,Beverage and Food,1522739.75,0.15431969251475833,0.27229310792063827,0.19561038790681634,194286.72147624742,0.826791657098821
2023-09-03,Furniture and household equipment,259308.84999999998,Furniture,1522739.75,0.17029098373507356,0.04281458775385901,0.1256742451416485,124823.82619784302,0.48137125361453353
2023-09-03,Information and communication,285.18,Electronic & Electric Devices,1522739.75,0.00018728085347479765,0.033837767441006306,0.011964951159110827,11883.986112406577,41.67187780491822
2023-09-03,Other retail goods,682419.15,Other,1522739.75,0.44815218752909025,0.2789778992208142,0.38894118662119365,386309.2794014126,0.5660879818531068
2023-09-03,Personal care and miscellaneous goods,32700.4,Miscellaneous Goods and Services,1522739.75,0.021474713587794632,0.19500136585156827,0.08220904188011541,81652.74550858639,2.4969953122465287
2023-09-03,Recreation and culture,105193.31,Recreation and Culture,1522739.75,0.06908160767458786,0.042901512537140064,0.05991857437648114,59513.11428656261,0.5657499919582587
2023-09-10,Clothing and footwear,192605.02,Clothing and Footwear,1976092.72,0.09746760263354444,0.09297509409634924,0.09589522464552613,94062.71507205341,0.4883710459470548
2023-09-10,Education,52020.05,Education,1976092.72,0.02632470099884787,0.024445219508832324,0.025666882477342428,25176.401246031983,0.48397495285052555
2023-09-10,Food and non-alcoholic beverages,260550.53,Beverage and Food,1976092.72,0.13185136879609577,0.278979110091076,0.18334607824933885,179842.42679127568,0.6902401111649079
2023-09-10,Furniture and household equipment,374092.57,Furniture,1976092.72,0.18930921925566327,0.047286937125664626,0.13960142051016375,136933.70748794705,0.3660423073570989
2023-09-10,Information and communication,442.84999999999997,Electronic & Electric Devices,1976092.72,0.00022410385682712294,0.03506173041588745,0.012417273152498236,12179.98529992277,27.50363621976464
2023-09-10,Other retail goods,940124.55,Other,1976092.72,0.47574920978404295,0.28609964690850564,0.4093718627776049,401548.97211309755,0.4271231637479284
2023-09-10,Personal care and miscellaneous goods,45826.340000000004,Miscellaneous Goods and Services,1976092.72,0.02319037944737735,0.19572906295240142,0.08357891867413576,81981.76752112476,1.7889660732479344
2023-09-10,Recreation and culture,110430.81,Recreation and Culture,1976092.72,0.05588341522760126,0.03942319890128328,0.05012233951338997,49164.526782436405,0.44520661201739264
2023-09-17,Clothing and footwear,128447.32,Clothing and Footwear,1531445.73,0.0838732430955944,0.10309057165409728,0.0905993080910704,86350.00930569135,0.6722601087020837
2023-09-17,Education,34205.99,Education,1531445.73,0.022335750676584536,0.02027135146521229,0.02161321095260425,20599.50573802663,0.6022192527690803
2023-09-17,Food and non-alcoholic beverages,255623.34,Beverage and Food,1531445.73,0.16691635556684076,0.25532943204761505,0.19786093233511176,188580.83696616683,0.7377293363202547
2023-09-17,Furniture and household equipment,293534.97,Furniture,1531445.73,0.19167180674433693,0.05241715790863347,0.14293267965184073,136228.835275623,0.46409746435194077
2023-09-17,Information and communication,548.66,Electronic & Electric Devices,1531445.73,0.0003582627769643525,0.04455207734592762,0.015826097876101494,15083.820480179125,27.49210892024045
2023-09-17,Other retail goods,714919.76,Other,1531445.73,0.46682670237358004,0.2872846182133036,0.4039869729174833,385039.1311569079,0.5385767084643287
2023-09-17,Personal care and miscellaneous goods,20843.42,Miscellaneous Goods and Services,1531445.73,0.013610289670532431,0.19463909363069445,0.07697037105658913,73360.29818592031,3.519590268099972
2023-09-17,Recreation and culture,83322.27,Recreation and Culture,1531445.73,0.05440758909556658,0.042415697734516256,0.050210427119198965,47855.45210375506,0.5743416748458132
2023-09-24,Clothing and footwear,92726.56999999999,Clothing and Footwear,1259952.81,0.07359527219118626,0.09570563936012712,0.08133390070031557,97170.84134271319,1.0479287796659922
2023-09-24,Education,33120.96,Education,1259952.81,0.026287460718469286,0.018123492239545114,0.023430071750845827,27992.261100800646,0.8451524684308863
2023-09-24,Food and non-alcoholic beverages,222967.23,Beverage and Food,1259952.81,0.1769647467987313,0.2844766260415557,0.21459390453371985,256378.58348134687,1.1498487175956165
2023-09-24,Furniture and household equipment,275731.99,Furniture,1259952.81,0.21884310889389577,0.050733059069860524,0.16000459145548346,191159.90548288188,0.69328156476469
2023-09-24,Information and communication,642.21,Electronic & Electric Devices,1259952.81,0.0005097095660273181,0.0391553504774554,0.014035683885027147,16768.643827298416,26.110841978945228
2023-09-24,Other retail goods,560756.67,Other,1259952.81,0.4450616448087449,0.2761355931528385,0.38593752672917764,461085.4004922273,0.8222557575502887
2023-09-24,Personal care and miscellaneous goods,23590.26,Miscellaneous Goods and Services,1259952.81,0.018723129797218355,0.19492362007871467,0.08039330139574206,96047.09312696551,4.071472426627156
2023-09-24,Recreation and culture,50416.92,Recreation and Culture,1259952.81,0.04001492722572681,0.040746619579902964,0.04027101954968847,48112.39615557866,0.9542906658236692
2023-10-01,Clothing and footwear,158786.69,Clothing and Footwear,1951234.55,0.0813775514583831,0.09566678877254577,0.08637878451834002,91995.27745349602,0.5793639092388412
2023-10-01,Education,50343.86,Education,1951234.55,0.025801029404691506,0.023468121298287736,0.024984511567450185,26609.046266443467,0.5285460087177158
2023-10-01,Food and non-alcoholic beverages,251540.87,Beverage and Food,1951234.55,0.12891370235321017,0.29076640178153684,0.1855621471531245,197627.70809299414,0.785668381018934
2023-10-01,Furniture and household equipment,414124.44,Furniture,1951234.55,0.2122371398148931,0.04213958515434304,0.15270299568370058,162631.99967718188,0.39271287557233253
2023-10-01,Information and communication,1100.41,Electronic & Electric Devices,1951234.55,0.0005639557786633083,0.03383396743762626,0.01220845985930034,13002.274323479764,11.815845297189014
2023-10-01,Other retail goods,920100.96,Other,1951234.55,0.47154810783767637,0.2630259287602868,0.39856534516059006,424480.7300293963,0.4613414706462173
